id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
894,362,Glalie,Glalie (Mega Glalie),Ice,,Refrigerate,,,80,120,80,120,80,100,580,772.1 lbs.,"6'11""","The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards.","It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so it’s unable to eat them.",Face Pokémon,0.5,0.5,Snorunt,Fairy,Mineral
895,373,Salamence,Salamence (Mega Salamence),Dragon,Flying,Aerilate,,,95,145,130,120,90,120,700,248.2 lbs.,"5'11""","Anyone standing in its path gets sliced right in two, while this Pokémon continues its flight without interruption.","Mega Evolution fuels its brutality, and it may even turn on the Trainer who raised it. It’s been dubbed “the blood-soaked crescent.”",Dragon Pokémon,0.5,0.5,Shelgon,Dragon,
896,376,Metagross,Metagross (Mega Metagross),Steel,Psychic,Tough Claws,,,80,145,150,105,110,110,700,2078.7 lbs.,"8'02""","This form results from one Metagross, one Metang, and two Beldum linking up.",Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.,Iron Leg Pokémon,,,Metang,Mineral,
897,380,Latias,Latias (Mega Latias),Dragon,Psychic,Levitate,,,80,100,120,140,150,110,700,114.6 lbs.,"5'11""",,,Eon Pokémon,,,,Undiscovered,
898,381,Latios,Latios (Mega Latios),Dragon,Psychic,Levitate,,,80,130,100,160,120,110,700,154.3 lbs.,"7'07""",,,Eon Pokémon,,,,Undiscovered,
899,383,Kyogre,Kyogre (Primal Reversion),Water,,Primordial Sea,,,100,150,90,180,160,90,770,948.0 lbs.,"32'02""",,,Sea Basin Pokémon,,,,Undiscovered,
900,382,Groudon,Groudon (Primal Reversion),Ground,Fire,Desolate Land,,,100,180,160,150,90,90,770,2204.0 lbs.,"16'05""",,,Continent Pokémon,,,,Undiscovered,
901,384,Rayquaza,Rayquaza (Mega Rayquaza),Dragon,Flying,Delta Stream,,,105,180,100,180,100,115,780,864.2 lbs.,"35'05""",,,Sky High Pokémon,,,,Undiscovered,
902,386,Deoxys,Deoxys (Attack Forme),Psychic,,Pressure,,,50,180,20,180,20,150,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,
903,386,Deoxys,Deoxys (Defense Forme),Psychic,,Pressure,,,50,70,160,70,160,90,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,
904,386,Deoxys,Deoxys (Speed Forme),Psychic,,Pressure,,,50,95,90,95,90,180,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,
905,412,Burmy,Burmy (Sandy Cloak),Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm Pokémon,0.5,0.5,,Bug,
906,412,Burmy,Burmy (Trash Cloak),Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm Pokémon,0.5,0.5,,Bug,
907,413,Wormadam,Wormadam (Sandy Cloak),Bug,Ground,Anticipation,,Overcoat,60,79,105,59,85,36,424,14.3 lbs.,"1'08""",,,Bagworm Pokémon,0,1,Burmy,Bug,
908,413,Wormadam,Wormadam (Trash Cloak),Bug,Steel,Anticipation,,Overcoat,60,69,95,69,95,36,424,14.3 lbs.,"1'08""",,,Bagworm Pokémon,0,1,Burmy,Bug,
909,421,Cherrim,Cherrim (Sunshine Form),Grass,,Flower Gift,,,70,60,70,87,78,85,450,20.5 lbs.,"1'08""",,,Blossom Pokémon,0.5,0.5,Cherubi,Fairy,Grass
910,422,Shellos,Shellos (East Sea),Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,13.9 lbs.,"1'00""","Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes.",The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.,Sea Slug Pokémon,0.5,0.5,,Water 1,Amorphous
911,423,Gastrodon,Gastrodon (East Sea),Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,65.9 lbs.,"2'11""",A team of researchers is scouring the oceans of the world in search of a Gastrodon in a color never seen before.,Experiments are being conducted to discover what happens when a Gastrodon is raised in a location other than the sea where it was born.,Sea Slug Pokémon,0.5,0.5,Shellos (East Sea),Water 1,Amorphous
912,428,Lopunny,Lopunny (Mega Lopunny),Normal,Fighting,Scrappy,,,65,136,94,54,96,135,580,62.4 lbs.,"4'03""",,,Rabbit Pokémon,0.5,0.5,Buneary,Field,Human-Like
913,445,Garchomp,Garchomp (Mega Garchomp),Dragon,Ground,Sand Force,,,108,170,115,120,95,92,700,209.4 lbs.,"6'03""","Excess energy melted its arms and wings, transforming them into giant scythes.","Its vaunted wings become scythes, sending it mad with rage. It swings its scythes wildly and slices the ground to pieces.",Mach Pokémon,0.5,0.5,Gabite,Monster,Dragon
914,448,Lucario,Lucario (Mega Lucario),Fighting,Steel,Adaptability,,,70,145,88,140,70,112,625,126.8 lbs.,"4'03""",Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.,It readies itself to face its enemies by focusing its mental energies. Its fighting style can be summed up in a single word: heartless.,Aura Pokémon,0.875,0.125,Riolu,Field,Human-Like
915,460,Abomasnow,Abomasnow (Mega Abomasnow),Grass,Ice,Snow Warning,,,90,132,105,132,105,30,594,407.9 lbs.,"8'10""",,,Frost Tree Pokémon,0.5,0.5,Snover,Monster,Grass
916,475,Gallade,Gallade (Mega Gallade),Psychic,Fighting,Inner Focus,,,68,165,95,65,115,110,618,124.3 lbs.,"5'03""",,,Blade Pokémon,1,0,Kirlia,Amorphous,
917,479,Rotom,Rotom (Heat Rotom),Electric,Fire,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,
918,479,Rotom,Rotom (Wash Rotom),Electric,Water,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,
919,479,Rotom,Rotom (Frost Rotom),Electric,Ice,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,
920,479,Rotom,Rotom (Fan Rotom),Electric,Flying,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,
921,479,Rotom,Rotom (Mow Rotom),Electric,Grass,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,
922,487,Giratina,Giratina (Origin Forme),Ghost,Dragon,Levitate,,,150,120,100,120,100,90,680,1433.0 lbs.,"22'08""",,,Renegade Pokémon,,,,Undiscovered,
923,492,Shaymin,Shaymin (Sky Forme),Grass,Flying,Serene Grace,,,100,103,75,120,75,127,600,11.5 lbs.,"1'04""",,,Gratitude Pokémon,,,,Undiscovered,
924,493,Arceus,Arceus (Fighting),Fighting,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
925,493,Arceus,Arceus (Flying),Flying,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
926,493,Arceus,Arceus (Poison),Poison,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
927,493,Arceus,Arceus (Ground),Ground,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
928,493,Arceus,Arceus (Rock),Rock,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
929,493,Arceus,Arceus (Bug),Bug,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
930,493,Arceus,Arceus (Ghost),Ghost,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
931,493,Arceus,Arceus (Steel),Steel,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
932,493,Arceus,Arceus (Fire),Fire,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
933,493,Arceus,Arceus (Water),Water,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
934,493,Arceus,Arceus (Grass),Grass,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
935,493,Arceus,Arceus (Electric),Electric,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
936,493,Arceus,Arceus (Psychic),Psychic,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
937,493,Arceus,Arceus (Ice),Ice,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
938,493,Arceus,Arceus (Dragon),Dragon,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
939,493,Arceus,Arceus (Dark),Dark,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
940,493,Arceus,Arceus (Fairy),Fairy,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,
941,531,Audino,Audino (Mega Audino),Normal,Fairy,Healer,,,103,60,126,80,126,50,545,70.5 lbs.,"4'11""",,,Hearing Pokémon,0.5,0.5,,Fairy,
942,550,Basculin,Basculin (Blue-Striped Form),Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",,,Hostile Pokémon,0.5,0.5,,Water 2,
943,555,Darmanitan,Darmanitan (Zen Mode),Fire,Psychic,Zen Mode,,,105,30,105,140,105,55,540,204.8 lbs.,"4'03""",,,Blazing Pokémon,0.5,0.5,Darumaka,Field,
944,585,Deerling,Deerling (Summer Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,
945,585,Deerling,Deerling (Autumn Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,
946,585,Deerling,Deerling (Winter Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,
947,586,Sawsbuck,Sawsbuck (Summer Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,
948,586,Sawsbuck,Sawsbuck (Autumn Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,
949,586,Sawsbuck,Sawsbuck (Winter Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,
950,641,Tornadus,Tornadus (Therian Forme),Flying,,Regenerator,,,79,100,80,110,90,121,580,138.9 lbs.,"4'07""",,,Cyclone Pokémon,1,0,,Undiscovered,
951,642,Thundurus,Thundurus (Therian Forme),Electric,Flying,Volt Absorb,,,79,105,70,145,80,101,580,134.5 lbs.,"9'10""",,,Bolt Strike Pokémon,1,0,,Undiscovered,
952,645,Landorus,Landorus (Therian Forme),Ground,Flying,Intimidate,,,89,145,90,105,80,91,600,149.9 lbs.,"4'03""",,,Abundance Pokémon,1,0,,Undiscovered,
953,646,Kyurem,Kyurem (White Kyurem),Dragon,Ice,Turboblaze,,,125,120,90,170,100,95,700,716.5 lbs.,"11'10""",,,Boundary Pokémon,,,,Undiscovered,
954,646,Kyurem,Kyurem (Black Kyurem),Dragon,Ice,Teravolt,,,125,170,100,120,90,95,700,716.5 lbs.,"10'10""",,,Boundary Pokémon,,,,Undiscovered,
955,647,Keldeo,Keldeo (Resolute Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt Pokémon,,,,Undiscovered,
956,648,Meloetta,Meloetta (Pirouette Forme),Normal,Fighting,Serene Grace,,,100,128,90,77,77,128,600,14.3 lbs.,"2'00""",,,Melody Pokémon,,,,Undiscovered,
957,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,
958,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,
959,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,
960,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,
961,658,Greninja,Greninja (Battle Bond),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja Pokémon,1,0,,Undiscovered,
962,658,Greninja,Greninja (Ash-Greninja),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,145,67,153,71,132,640,88.2 lbs.,"4'11""",,,Ninja Pokémon,1,0,,Undiscovered,
963,666,Vivillon,Vivillon (Polar Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
964,666,Vivillon,Vivillon (Tundra Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
965,666,Vivillon,Vivillon (Continental Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
966,666,Vivillon,Vivillon (Garden Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
967,666,Vivillon,Vivillon (Elegant Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
968,666,Vivillon,Vivillon (Meadow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
969,666,Vivillon,Vivillon (Modern Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
970,666,Vivillon,Vivillon (Marine Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
971,666,Vivillon,Vivillon (Archipelago Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
972,666,Vivillon,Vivillon (High Plains Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
973,666,Vivillon,Vivillon (Sandstorm Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
974,666,Vivillon,Vivillon (River Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
975,666,Vivillon,Vivillon (Monsoon Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
976,666,Vivillon,Vivillon (Savanna Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
977,666,Vivillon,Vivillon (Sun Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
978,666,Vivillon,Vivillon (Ocean Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
979,666,Vivillon,Vivillon (Jungle Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
980,666,Vivillon,Vivillon (Fancy Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
981,666,Vivillon,Vivillon (Poké Ball Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
982,669,Flabébé,Flabébé (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,
983,669,Flabébé,Flabébé (Orange Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,
984,669,Flabébé,Flabébé (Blue Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,
985,669,Flabébé,Flabébé (White Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,
986,670,Floette,Floette (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,
987,670,Floette,Floette (Orange Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,
988,670,Floette,Floette (Blue Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,
989,670,Floette,Floette (White Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,
990,670,Floette,Floette (Eternal Flower),Fairy,,Flower Veil,,,74,65,67,125,128,92,551,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,,Undiscovered,
991,671,Florges,Florges (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,
992,671,Florges,Florges (Orange Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,
993,671,Florges,Florges (Blue Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,
994,671,Florges,Florges (White Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,
995,676,Furfrou,Furfrou (Heart Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
996,676,Furfrou,Furfrou (Star Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
997,676,Furfrou,Furfrou (Diamond Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
998,676,Furfrou,Furfrou (Debutante Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
999,676,Furfrou,Furfrou (Matron Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
1000,676,Furfrou,Furfrou (Dandy Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
1001,676,Furfrou,Furfrou (La Reine Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
