year_film,year_award,ceremony,category,nominee,film,win
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armie Hammer,Call Me By Your Name,False
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Jenkins,The Shape of Water,False
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,All The Money In The World,False
2017,2018,75,Best Director - Motion Picture,Guillermo del Toro,The Shape of Water,True
2017,2018,75,Best Director - Motion Picture,Ridley Scott,All The Money In The World,False
2017,2018,75,Best Director - Motion Picture,Steven Spielberg,The Post,False
2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",False
2017,2018,75,Best Director - Motion Picture,Christopher Nolan,Dunkirk,False
2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",True
2017,2018,75,Best Screenplay - Motion Picture,"Guillermo del Toro, Vanessa Taylor",The Shape of Water,False
2017,2018,75,Best Screenplay - Motion Picture,Greta Gerwig,Lady Bird,False
2017,2018,75,Best Screenplay - Motion Picture,"Liz Hannah, Josh Singer",The Post,False
2017,2018,75,Best Screenplay - Motion Picture,Aaron Sorkin,Molly's Game,False
2017,2018,75,Best Motion Picture - Animated,Coco,,True
2017,2018,75,Best Motion Picture - Animated,Loving Vincent,,False
2017,2018,75,Best Motion Picture - Animated,"Boss Baby, The ",,False
2017,2018,75,Best Motion Picture - Animated,"Breadwinner, The ",,False
2017,2018,75,Best Motion Picture - Animated,Ferdinand,,False
2017,2018,75,Best Motion Picture - Foreign Language,In The Fade,"Germany, Fatih Akin",True
2017,2018,75,Best Motion Picture - Foreign Language,A Fantastic Woman,"Chile, Sebastián Lelio",False
2017,2018,75,Best Motion Picture - Foreign Language,First They Killed My Father,"Cambodia, Angelina Jolie",False
2017,2018,75,Best Motion Picture - Foreign Language,Loveless,"Russia, Andrey Zvyagintsev ",False
2017,2018,75,Best Motion Picture - Foreign Language,The Square,"Sweden, Ruben Östlund",False
2017,2018,75,Best Original Score - Motion Picture,Alexandre Desplat,The Shape of Water,True
2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",False
2017,2018,75,Best Original Score - Motion Picture,Jonny Greenwood,Phantom Thread,False
2017,2018,75,Best Original Score - Motion Picture,John Williams,The Post,False
2017,2018,75,Best Original Score - Motion Picture,Hans Zimmer,Dunkirk,False
2017,2018,75,Best Original Song - Motion Picture,"""This Is Me"", Justin Paul, Benj Pasek",The Greatest Showman,True
2017,2018,75,Best Original Song - Motion Picture,"""The Star"", Mariah Carey, Marc Shaiman",The Star,False
2017,2018,75,Best Original Song - Motion Picture,"""Home"", Nick Jonas, Justin Tranter, Nick Monson",Ferdinand,False
2017,2018,75,Best Original Song - Motion Picture,"""Mighty River"", Raphael Saadiq, Taura Stinson, Mary J. Blige",Mudbound,False
2017,2018,75,Best Original Song - Motion Picture,"""Remember Me"", Kristen Anderson Lopez, Robert Lopez",Coco,False
2017,2018,75,Best Television Series - Drama,"Handmaid's Tale, The ",,True
2017,2018,75,Best Television Series - Drama,"Crown, The ",,False
2017,2018,75,Best Television Series - Drama,Game of Thrones,,False
2017,2018,75,Best Television Series - Drama,Stranger Things,,False
2017,2018,75,Best Television Series - Drama,This Is Us,,False
2017,2018,75,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",,True
2017,2018,75,Best Television Series - Musical or Comedy,Black-ish,,False
2017,2018,75,Best Television Series - Musical or Comedy,Master of None,,False
2017,2018,75,Best Television Series - Musical or Comedy,SMILF,,False
2017,2018,75,Best Television Series - Musical or Comedy,Will & Grace,,False
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Big Little Lies,,True
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Fargo,,False
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Feud: Bette And Joan,,False
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,The Sinner,,False
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Top of The Lake: China Girl,,False
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Nicole Kidman,Big Little Lies,True
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Reese Witherspoon,Big Little Lies,False
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Biel,The Sinner,False
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,Feud: Bette And Joan,False
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Susan Sarandon,Feud: Bette And Joan,False
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ewan McGregor,Fargo,True
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robert De Niro,"Wizard of Lies, The",False
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jude Law,"Young Pope, The",False
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kyle MacLachlan,"Twin Peaks, The Return",False
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Geoffrey Rush,Genius,False
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",True
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Katherine Langford,13 Reasons Why,False
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,False
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"Crown, The ",False
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Maggie Gyllenhaal,"Deuce, The",False
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Sterling K. Brown,This Is Us,True
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Jason Bateman,Ozark,False
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Freddie Highmore,"Good Doctor, The",False
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,False
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,False
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan,"Marvelous Mrs. Maisel, The",True
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Pamela Adlon,Better Things,False
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie,GLOW,False
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,Insecure,False
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Frankie Shaw,SMILF,False
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,Master of None,True
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Bacon,I Love Dick,False
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,False
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Eric McCormack,Will & Grace,False
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,Black-ish,False
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Dern,Big Little Lies,True
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ann Dowd,"Handmaid's Tale, The ",False
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,This Is Us,False
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Pfeiffer,"Wizard of Lies, The",False
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shailene Woodley,Big Little Lies,False
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alexander Skarsgård,Big Little Lies,True
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Harbour,Stranger Things,False
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alfred Molina,Feud: Bette And Joan,False
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,False
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Thewlis,Fargo,False
2017,2018,75,Cecil B. deMille Award,Oprah Winfrey,,False
2018,2019,76,Best Motion Picture - Drama,Bohemian Rhapsody,,True
2018,2019,76,Best Motion Picture - Drama,BlacKkKlansman,,False
2018,2019,76,Best Motion Picture - Drama,If Beale Street Could Talk,,False
2018,2019,76,Best Motion Picture - Drama,"Star Is Born, A (2018)",,False
2018,2019,76,Best Motion Picture - Drama,Black Panther,,False
2018,2019,76,Best Motion Picture - Musical or Comedy,Green Book,,True
2018,2019,76,Best Motion Picture - Musical or Comedy,Crazy Rich Asians,,False
2018,2019,76,Best Motion Picture - Musical or Comedy,"Favourite, The",,False
2018,2019,76,Best Motion Picture - Musical or Comedy,Mary Poppins Returns,,False
2018,2019,76,Best Motion Picture - Musical or Comedy,Vice,,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close,"Wife, The",True
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Lady Gaga,"Star Is Born, A (2018)",False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Destroyer,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Melissa McCarthy,Can You Ever Forgive Me?,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,"Private War, A",False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Rami Malek,Bohemian Rhapsody,True
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Bradley Cooper,"Star Is Born, A (2018)",False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Willem Dafoe,At Eternity's Gate,False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Lucas Hedges,Boy Erased,False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,John David Washington,BlacKkKlansman,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Colman,"Favourite, The",True
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Mary Poppins Returns,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Elsie Fisher,Eighth Grade,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron,Tully,False
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Constance Wu,Crazy Rich Asians,False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,Vice,True
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lin-Manuel Miranda,Mary Poppins Returns,False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Viggo Mortensen,Green Book,False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Redford,"Old Man & the Gun, The",False
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly,Stan & Ollie,False
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Regina King,If Beale Street Could Talk,True
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Claire Foy,First Man,False
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,"Favourite, The",False
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rachel Weisz,"Favourite, The",False
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,Vice,False
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,Green Book,True
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Timothée Chalamet,Beautiful Boy,False
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Adam Driver,BlacKkKlansman,False
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard E. Grant,Can You Ever Forgive Me?,False
