spotid,spotname,geo-coordinates
150952,Wombat,POINT(-73.9476607627 40.7113130269)
7489261,Latina Magazine ,POINT(-73.9715127 40.76350262)
6381544,Core:,POINT(-73.971335 40.763904)
7061619,Frick Art Reference Library ,POINT(-73.966943 40.77109956)
1045682,Toni & Guy ,POINT(-73.9711424833 40.7643180333)
7373158,Klubhuset Incorporated ,POINT(-73.958396116 40.717977725)
1375563,Williamsburg Waterfront,POINT(-73.961976233 40.7210772)
7223110,Haab,POINT(-73.946957588 40.710946846)
478215,Baba,POINT(-73.9490122333 40.7119571667)
786897,Pates Et Traditions,POINT(-73.95418615 40.7149424333)
788311,Hotel Del Mano,POINT(-73.95825487 40.7178182)
808043,Ottomanelli Bros  ,POINT(-73.9522826164 40.7839640671)
7486250,Fred's At Barneys,POINT(-73.970990011 40.764749457)
5005521,Manhattan Orthopedic & Sports Medicine Group,POINT(-73.956753617 40.781040267)
1364485,The Bar at Four Seasons Hotel New York,POINT(-73.971912721 40.76279825)
1477567,Office 11211,POINT(-73.957807466 40.717447238)
1176645,Mizu,POINT(-73.9580191277 40.7176088368)
7613726,Consulate General Of Republic Of Indonesia,POINT(-73.968096587 40.76962691)
7210976,Saved Tattoo Shop,POINT(-73.951378283 40.713185183)
6619007,Eli's,POINT(-73.96137615 40.777286282)
211229,Casa De Simi,POINT(-73.9409301833 40.7892809333)
549495,The Surrey,POINT(-73.9643948607 40.7742753635)
7518549,YES,POINT(-73.957938737 40.717526956)
690414,Eddie Jr's Sports Bar,POINT(-73.95357871 40.71449208)
638739,Coach,POINT(-73.9721167088 40.7623816845)
1176155,knowmore,POINT(-73.9712948096 40.7642058459)
754816,10 Ft. Single By Stella Dallas,POINT(-73.9535190667 40.7144377)
202632,Bushwick Country Club,POINT(-73.9475773978 40.7111631132)
7215007,Eton of Sweden,POINT(-73.97179043 40.7631731)
3456655,Indonesia Consulate General,POINT(-73.968173083 40.76959212)
4420687,J.Crew Men's Shop,POINT(-73.9621844888 40.7765788052)
184272,Döner Turkish Food,POINT(-73.9580294831 40.717549756)
269321,Porsche Design,POINT(-73.9715732833 40.7637196167)
16350,The Frick Collection,POINT(-73.96734525 40.7707886167)
5661535,House Of Vans,POINT(-73.96218198 40.72109794)
552060,Viand Diner,POINT(-73.9710983 40.76474714)
314803,Gimme Coffee,POINT(-73.9489841 40.7118130833)
6504468,Ottomanelli Brothers Market Basket,POINT(-73.955975967 40.7816981)
6955993,TiGi Academy,POINT(-73.972279033 40.762176119)
551961,Pretty Nail No 1,POINT(-73.9442628033 40.7880813106)
420906,Sherry Netherland Hotel,POINT(-73.96899026 40.76847398)
6448183,D.O.C. Wine Bar,POINT(-73.96048381 40.719505777)
6567546,FlyRite Tattoo,POINT(-73.952538083 40.713759233)
545323,63rd Drive—Rego Park Station,POINT(-73.8623392582 40.7301369268)
853327,East River State Park,POINT(-73.9625842167 40.7214314667)
886458,Shag,POINT(-73.9557970833 40.7158482)
812775,Paul Smith Pop-Up Sale store,POINT(-73.95405012 40.71468281)
924572,Vera Cruz,POINT(-73.9577759333 40.71727705)
860289,Regis High School,POINT(-73.9591078333 40.7794037333)
335829,EAT Cafe,POINT(-73.961463892 40.7773759667)
1241726,Slip Mahoney's Bar & Grill,POINT(-73.86510312 40.77165967)
848006,Marshalls,POINT(-73.8621748405 40.7302996089)
1147328,260 Powers Street,POINT(-73.93987637 40.70791)
324783,Jonathon Adler,POINT(-73.9611797771 40.7776812335)
1068800,Nectar,POINT(-73.9606742383 40.7781306163)
7422383,Rosarito Fish Shack,POINT(-73.9606187288 40.7195193124)
1433560,Columbia Presbyterian Eastside,POINT(-73.971770659 40.763605742)
7175648,Randall's Island Field #22,POINT(-73.91775663 40.79361519)
269305,Judith Leiber,POINT(-73.9711901167 40.7648466333)
1065295,Q32 Bus,POINT(-73.97193515 40.7632845)
441824,S & B Polish-American Restaurant,POINT(-73.9582720523 40.7175592539)
1478677,Fairmont Hotel,POINT(-73.9717891167 40.76363035)
7199278,The Lotos Club,POINT(-73.969211722 40.768349858)
444111,Cameo Gallery,POINT(-73.9599401193 40.718893522)
6514362,Consulate General of India,POINT(-73.970012867 40.76706005)
1548582,Danny's Pizzeria & Cafe,POINT(-73.9397624316 40.7078194412)
161918,Old Navy,POINT(-73.8615644333 40.7312036667)
777327,Polo Ralph Lauren ,POINT(-73.9714713385 40.7643707083)
6939239,Woodhaven House,POINT(-73.8676883 40.7229161)
490081,DR.'s Office,POINT(-73.9579199767 40.7804692195)
7310936,That Burger Tent,POINT(-73.9611264957 40.7198810493)
1009808,NomeSayin,POINT(-73.9564383592 40.7161354533)
272195,Key Food,POINT(-73.9486151934 40.7114388644)
659432,Pinkerton Wine Bar,POINT(-73.9546608833 40.7149028667)
1542704,Christian Louboutin,POINT(-73.964309617 40.774792983)
2731336,Edamame,POINT(-73.97251918 40.762232685)
572040,Montblanc,POINT(-73.9723268833 40.7626938667)
514392,Artland Bar ,POINT(-73.9482202939 40.7111931256)
6685560,The Park - The Christian Church,POINT(-73.958449843 40.780160841)
871880,Kisena Park,POINT(-73.8056331 40.7471560167)
3996192,The Nicolae's,POINT(-73.795909368 40.749534152)
980845,PS 107,POINT(-73.79997145 40.7544532833)
1046925,kisena velodrome,POINT(-73.8095021 40.7442889333)
559187,M&G Restaurant,POINT(-73.81112796 40.75192719)
548671,Fay Da,POINT(-73.81113833 40.75192463)
6362051,Public School 107 - PS 107,POINT(-73.799393177 40.756075395)
1193064,Katrina's House In Queens,POINT(-73.8001696667 40.7564626333)
216136,Bronx Zoo,POINT(-73.7976037656 40.755972659)
929904,Electrical Union Joint Board Building,POINT(-73.81123304 40.75379645)
1568539,Moon Star,POINT(-73.7927663512 40.7530422299)
6582782,Flushing Hospital Medical Center,POINT(-73.81319 40.75241)
1552321,Cvs Pharmacy,POINT(-73.792503111 40.753221475)
1202620,Mt. St. Mary,POINT(-73.800071283 40.739818433)
7313529,Church Of St Mary's Nativity,POINT(-73.813564133 40.7534934)
1386784,San Soo Kap San Korean Restaurant,POINT(-73.795403186 40.757892383)
1380439,Ganapathi Temple,POINT(-73.816172582 40.752431361)
642064,Taco Bell,POINT(-73.7936761333 40.7572913)
7589844,Carvel,POINT(-73.795169983 40.758128417)
6372280,Home,POINT(-73.78847257 40.75075021)
5241294,Hindu Temple Society of North America,POINT(-73.816462755 40.752499397)
5241364,South Indian Hindu Temple,POINT(-73.816688061 40.752564417)
7094286,Bang Ga Ne,POINT(-73.800529853 40.759949431)
933296,Kupferberg Center,POINT(-73.80896461 40.73858672)
6383123,Lala's House,POINT(-73.80252855 40.76022887)
6383104,Lala's house,POINT(-73.80254012 40.7602333)
6511489,Nolbu Sushi,POINT(-73.801600491 40.760529208)
1458125,East Manor Restaurant,POINT(-73.81813603 40.74980211)
1527341,Dunkin' Donuts,POINT(-73.795977977 40.737980147)
6516055,Ga Hwa Korean Restaurant ,POINT(-73.7917127381 40.7575757823)
1203722,Shell,POINT(-73.793477833 40.738782183)
5638124,Fillmore's Tavern,POINT(-73.8026735187 40.7365716832)
1040781,Yury's Barbera Shop,POINT(-73.8024786167 40.7613070667)
336775,Arby's,POINT(-73.7937258667 40.7383859667)
105300,Sala,POINT(-73.7916960167 40.7581781333)
1040805,Easy Stop Food Mart,POINT(-73.80329535 40.76143855)
458962,Tong Sam Gyup Gal,POINT(-73.80396902 40.76150298)
1598348,2000 Hand Carwash,POINT(-73.793805158 40.738072952)
179512,Sanford Ave & 158 Street,POINT(-73.8078944339 40.760942981)
92422,Southern Spice,POINT(-73.81811885 40.7540137667)
506586,LIRR Broadway Station,POINT(-73.8017749786 40.761593431)
308092,Grandma's,POINT(-73.81600815 40.7568033167)
7302062,La Shish,POINT(-73.8016033168 40.7616584418)
292658,KFC,POINT(-73.78898453 40.75664728)
685565,Bagel Oasis,POINT(-73.7903339 40.7398202)
1533000,Star Toyota Service Center,POINT(-73.794890579 40.760525201)
681848,New Wok's Kitchen,POINT(-73.8152528833 40.7398166167)
401358,Goodyear,POINT(-73.7956577667 40.7368626)
6004343,Karl Ehmer,POINT(-73.789442 40.7403959)
5347931,GEICO,POINT(-73.815001673 40.739511038)
711247,Flamingo Café,POINT(-73.7894325333 40.7573663333)
4288819,Piccolo Sogno,POINT(-73.7856375167 40.7523583)
489952,Dunkin' Donuts,POINT(-73.8154122333 40.73943955)
102749,Brooklyn Hall Of Music,POINT(-73.7963017333 40.7614383667)
324284,Tokyo Steak,POINT(-73.7896308895 40.7396438885)
440007,Temple Canteen ,POINT(-73.81880754 40.75480467)
835863,Bayside Auto Repair,POINT(-73.8035664042 40.7624671517)
1106157,Izakaya,POINT(-73.8044631112 40.762462626)
6946144,Cortlandt Street Station,POINT(-73.80216938 40.76270872)
6939586,Gotham Comedy Club,POINT(-73.80216938 40.76270872)
664606,Hollywood Music Studio,POINT(-73.80860197 40.76212424)
299013,Sik Gaek,POINT(-73.8039207333 40.7628715)
448498,Nam Oh Jung,POINT(-73.8047614333 40.7628343)
1503752,La Casa De Yan,POINT(-73.81852459 40.74075084)
7529328,The Crib,POINT(-73.7871282 40.7572442)
512371,Millenium Physical Therapy,POINT(-73.7873916 40.75783199)
7087662,Dr Adassi,POINT(-73.821694085 40.745435427)
7318750,El Patron,POINT(-73.787475233 40.758105183)
6982256,Jong Ga BBQ Restaurant,POINT(-73.787224559 40.75791508)
7120032,Haagen-Dazs,POINT(-73.78649067 40.7404403)
2148888,Mekong,POINT(-73.809518472 40.762894332)
504789,Gino's Pizzeria & Restaurant,POINT(-73.8145839333 40.7368765333)
7241597,BBQ Village,POINT(-73.80732495 40.76350445)
513019,Gyro World,POINT(-73.7869171333 40.758103)
922004,Mad for Chicken,POINT(-73.80868971 40.76330941)
579439,Qdoba,POINT(-73.7868618833 40.73937535)
972046,H Mart,POINT(-73.80913 40.76341845)
6636514,KyoChon Chicken,POINT(-73.807939678 40.763739377)
7127639,Rathaus Hall,POINT(-73.816804142 40.737411633)
6433878,Five Guys Burgers and Fries,POINT(-73.7859449 40.7396421)
2049164,M & T Restaurant,POINT(-73.822395 40.753819)
779655,Applebees,POINT(-73.7867355091 40.7387580744)
3270495,Hooters,POINT(-73.785201815 40.740043187)
756969,Hooters,POINT(-73.7843761833 40.7409930833)
1184093,LIRR Auburndale Station,POINT(-73.789861933 40.76153055)
518211,Hooters,POINT(-73.78437 40.740894)
447774,AMC Loews Fresh Meadows 7,POINT(-73.78427035 40.74094217)
443056,Jang Won Ru,POINT(-73.8093022 40.7641317)
4008099,Starbucks,POINT(-73.7854874 40.739281517)
4020870,Shinnaneun Noraebang,POINT(-73.814253362 40.762507548)
513997,Pho32 & Shabu,POINT(-73.8147668765 40.7622650927)
1501869,Hahmjibak,POINT(-73.814664996 40.76237047)
755099,Kohl's,POINT(-73.7848653333 40.73965755)
546033,UPS Store,POINT(-73.7843325167 40.7402657667)
242180,IHOP,POINT(-73.8097846185 40.7643119458)
281426,Mapo Korean B.B.Q.,POINT(-73.8151242833 40.76228095)
4991232,Main Street Radiology,POINT(-73.783413767 40.75646145)
1318207,Gamestop,POINT(-73.7836700678 40.7408291101)
1332290,AT&T Store,POINT(-73.7852777778 40.7388888889)
731259,LIRR Murray Hill Station,POINT(-73.8148984667 40.7626463333)
56799,Queens College CUNY,POINT(-73.8176804667 40.7367008333)
487377,Darousa's,POINT(-73.7850346 40.7587828167)
4015627,Anderson Bakery,POINT(-73.81585902 40.762243428)
1015281,Tang,POINT(-73.78394365 40.75764655)
6609969,North Shore Diner,POINT(-73.783548 40.757658)
970107,Bakhtar Afghan Halal Kabab,POINT(-73.7945700333 40.7330156667)
4437133,Wooso Boso,POINT(-73.810875494 40.764771634)
785700,New York Hospital of Queens,POINT(-73.8253010079 40.7463279185)
139776,Fontana Famous Pizza & Gyro,POINT(-73.7828905824 40.7575152977)
1393553,?? Restaurant,POINT(-73.81480056 40.76364958)
971997,Book Chang Dong,POINT(-73.812353611 40.764754515)
144040,BKNY Thai Restaurant,POINT(-73.780092001 40.7530358091)
4768988,Bonjuk Korean Traditional Porridge Restaurant,POINT(-73.812129184 40.765288755)
1005308,Palace Diner,POINT(-73.8249860667 40.74276325)
463774,KFC,POINT(-73.8122373 40.7654773333)
7526751,Tea Shop 168 & Bakery,POINT(-73.82565745 40.74331705)
663823,Koryodang,POINT(-73.81420005 40.7648870833)
7442068,88 Canteen,POINT(-73.82595958 40.7440113)
6511641,Main Street Imperial Taiwanese Gourmet,POINT(-73.8258558512 40.7435381413)
2189161,Ozanam Hall,POINT(-73.78193843 40.7582603)
6524863,Tasty Roast House,POINT(-73.8261026144 40.7433503866)
2409405,Lu Xiang Yuan,POINT(-73.826887 40.753219)
308458,Toys R Us,POINT(-73.80987465 40.7668839)
1448231,The David Shield Institute,POINT(-73.819671143 40.762661535)
2202729,Queens Botanical Garden,POINT(-73.827573212 40.751021974)
1113615,Buddha Bodai Vegetarian Restaurant ,POINT(-73.827256 40.752566)
1598030,Church,POINT(-73.814480472 40.765610921)
7269243,Yi Lan Halal Restaurant,POINT(-73.8271148135 40.7531934618)
6957846,Jib Lanes,POINT(-73.80973768 40.73045921)
389414,Qdoba,POINT(-73.78899252 40.73253875)
6895137,Hunan Kitchen of Grand Sichuan,POINT(-73.8275198018 40.7539317957)
820042,Chinese House ????,POINT(-73.81435275 40.76637238)
7526951,Al Rahmania,POINT(-73.82777267 40.75383728)
1320162,Home,POINT(-73.826540894 40.756645066)
4890734,Picnic Garden,POINT(-73.817636525 40.765140776)
4268632,Q76 Bus Stop Frani Lew,POINT(-73.78959399 40.76605823)
4415530,Image Nails,POINT(-73.78952235 40.76603735)
5913572,Beijing Duck,POINT(-73.82854735 40.75272035)
873884,???,POINT(-73.817764256 40.7653274291)
1203754,Holy Family,POINT(-73.793567367 40.730014033)
7216430,The Seawane,POINT(-73.824702135 40.760049708)
942066,McDonald's,POINT(-73.7790505 40.7580016333)
864581,Citibank,POINT(-73.78835475 40.73187649)
1957533,Ginza,POINT(-73.789637268 40.766458379)
633155,Northeast Taste,POINT(-73.82896006 40.75254184)
309948,7 Eleven,POINT(-73.8191625667 40.7648192167)
328073,Getty,POINT(-73.7785414833 40.7577098333)
6577049,Strawberry Fields Fruit & Deli,POINT(-73.789528588 40.76659272)
3601153,East Buffet & Restaurant,POINT(-73.8283503056 40.7550233603)
274626,Burger King,POINT(-73.82067865 40.76404386)
492088,Sushi Village,POINT(-73.7909603119 40.7673466543)
651769,Yamato,POINT(-73.79176539 40.76767665)
965432,Chung Fat Supermarket,POINT(-73.8283677333 40.7557393167)
584450,A Fan Ti,POINT(-73.8265907764 40.7590254474)
292758,Jade Asian Restaurant,POINT(-73.82675594 40.75881481)
1391947,San Soo Kap San,POINT(-73.823381 40.762717)
138527,Picnic Garden,POINT(-73.82143026 40.76429021)
1364703,Rite Aid,POINT(-73.783660889 40.733544217)
733229,Burger Barn,POINT(-73.8201285333 40.7652921667)
6764412,The Bobo Krib,POINT(-73.785167515 40.765209853)
535098,Blockbuster,POINT(-73.7836858667 40.7333181833)
591301,Hung Long,POINT(-73.8285326833 40.7573890667)
591323,AA Plaza,POINT(-73.82855176 40.75739127)
236925,Blue Bay Diner,POINT(-73.7754145857 40.7435039915)
590889,Kimganae Restaurant,POINT(-73.8266561776 40.7602925748)
702076,Quickly,POINT(-73.8284683228 40.7577901795)
1267116,Lippman Arcade,POINT(-73.827161996 40.760015538)
138408,Xian Small Delights,POINT(-73.8291412667 40.7570450667)
1198073,Xian Foods,POINT(-73.8290984882 40.7573190623)
701461,No. 1 East Restaurant,POINT(-73.8290423155 40.7574488514)
6773307,Star Nissan,POINT(-73.776914433 40.758331553)
1109393,Wang's Salon II,POINT(-73.8271099672 40.7602851916)
1333884,Place At Main,POINT(-73.82680052 40.76066565)
1162731,Macys,POINT(-73.827928861 40.7593420715)
646664,Bitgoul Restaurant,POINT(-73.8274887504 40.7599668682)
6407564,Henan Feng Wei,POINT(-73.8282692307 40.7589120363)
6133544,Chung Moo Rollrice & Dongas,POINT(-73.826871382 40.7608172535)
664566,Star Music Studio (???),POINT(-73.8228114333 40.7646278833)
6799437,Panorama Cafe,POINT(-73.8113762333 40.72791495)
1382734,Queens Library - Flushing Branch,POINT(-73.8290798664 40.7579364624)
4770934,M2M,POINT(-73.822615368 40.764815547)
7062737,Hing Long Supermarket,POINT(-73.829410268 40.757448187)
624092,Sam Won Gak,POINT(-73.8226708 40.7647968)
308347,Rite Aid,POINT(-73.8224959167 40.7649874833)
1383128,Chang Jiang Supermarket,POINT(-73.829176417 40.7580006)
7486706,Super Associated ,POINT(-73.813122751 40.728232865)
4810330,Pho Bang,POINT(-73.829254317 40.758048083)
6759706,Hot Bagel,POINT(-73.823001742 40.764744073)
7404304,San Soo Kap San,POINT(-73.827020063 40.7612247)
6949401,Salon Lu Lu,POINT(-73.7843253 40.7661186)
1461589,Boulevard Cafe,POINT(-73.823146687 40.764752888)
7098914,Xinjiang BBQ Cart.,POINT(-73.8290565218 40.7586044203)
1498876,Pho Hoang,POINT(-73.829264517 40.7583163)
722835,Golden Mall Food Court,POINT(-73.8291227667 40.7585970833)
7062784,New Sun Mary Bakery,POINT(-73.8299457726 40.7572570637)
7099117,Kelly's Pub,POINT(-73.8291347676 40.7587354748)
378011,McDonald's,POINT(-73.82309395 40.76497205)
7331374,Katsu Noodle House,POINT(-73.829656 40.757912)
590840,Koryodong,POINT(-73.8270852833 40.76143685)
424390,Starbucks,POINT(-73.8296196436 40.7580091222)
6764189,Millenium Billiards ,POINT(-73.78217 40.764921)
732129,Quickly,POINT(-73.8283461333 40.7600403333)
510964,HSBC Bank,POINT(-73.8130284833 40.7278254167)
608406,HMart,POINT(-73.8243839167 40.7641944)
7256030,Zhu Ji Dumpling Stall,POINT(-73.829817 40.758031)
7479899,Q16 Home,POINT(-73.8285112381 40.7600498199)
707808,Gamestop,POINT(-73.82837355 40.7602526667)
485264,Jade Asian Restaurant,POINT(-73.828573155 40.760031391)
930883,Red Mango,POINT(-73.8286024332 40.7600128326)
1417592,Bayside Diner,POINT(-73.7759066875 40.7587001375)
1272011,Pesso's Italian Ices,POINT(-73.7837035954 40.7663146862)
1519200,Chao Zhou Restaurant,POINT(-73.82968705 40.75863879)
7366467,Grand Restaurant,POINT(-73.8293382282 40.7592569867)
1861188,Jang Tuh Restaurant,POINT(-73.82767307 40.76144123)
7408454,Valentine,POINT(-73.82843425 40.760544)
7465201,Trinity Baptist Church,POINT(-73.773431317 40.7541887)
762775,Corner 28,POINT(-73.8298787833 40.7587346)
7366440,New World Mall,POINT(-73.8296654577 40.7590741367)
1435541,Flushing  Q12,POINT(-73.8290476799 40.7599854469)
1564075,Pinkberry,POINT(-73.829436582 40.759495831)
806257,Greatwall Supermarket,POINT(-73.8252579439 40.7640995814)
1564076,Pinkberry,POINT(-73.829597901 40.75952327)
2735740,Western Beef Shack,POINT(-73.832716329 40.752472736)
1541345,Veranda Restaurant Cafe,POINT(-73.775314806 40.758814195)
1198110,Fay Da Bakery,POINT(-73.8298930539 40.7593016705)
190367,Kanes Diner,POINT(-73.8325714167 40.7535361333)
1162623,Old Navy,POINT(-73.8299052361 40.759391037)
1401661,Flushing Q65,POINT(-73.8301688433 40.7589930296)
802817,Shanghai Tide,POINT(-73.8304008685 40.7587056482)
1025333,Joe's BestBurger,POINT(-73.8299797646 40.7595519595)
1055055,HSBC Bank,POINT(-73.8300061167 40.7597231833)
208800,Flushing—Main Street Station,POINT(-73.8301312923 40.75955368)
7210511,Eve Beauty Salon,POINT(-73.83019627 40.75954209)
2060747,Municipal Parking Lot,POINT(-73.828678934 40.761545484)
1358151,Flushing Mall,POINT(-73.830873 40.758599)
6697133,Mulan,POINT(-73.82964098 40.76043926)
1009397,Fire & Ice,POINT(-73.83027201 40.75960236)
925237,Sentosa Restaurant,POINT(-73.83027374 40.7596178)
787937,Sago,POINT(-73.830218114 40.7597262304)
1086227,Shun Shun Bakery,POINT(-73.8303580333 40.7595348833)
1402677,Rose House,POINT(-73.829428531 40.76082673)
1085313,Bland Playground,POINT(-73.8311197734 40.7583910825)
7025818,Sub Image,POINT(-73.830602 40.759257)
1230084,The Home Depot,POINT(-73.833430417 40.752526617)
629279,Kumgangsan Restaurant,POINT(-73.8270707167 40.7635396667)
162693,Fang Gourmet Tea,POINT(-73.8306891918 40.7593505141)
831502,Teamwork Contracting,POINT(-73.8337433 40.7516883)
1230098,Lighting And Furniture Plaza,POINT(-73.833624267 40.752382883)
