game,platform,developer,genre,number_players,rating,release_date,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score
Shelter Generations,Switch,Might and Delight,Adventure,No Online Multiplayer,T,"Apr 12, 2018",1,7,0,0,0,0,60,55
Metal Gear Survive,PS4,Konami,Action Adventure,Up to 4 ,M,"Feb 20, 2018",15,45,9,40,13,178,60,14
SNK Heroines: Tag Team Frenzy,PS4,SNK Corporation,Action,Up to 8 ,T,"Sep  7, 2018",1,14,3,1,3,2,60,62
Naruto to Boruto: Shinobi Striker,XONE,CyberConnect2,Action,Up to 8 ,T,"Aug 31, 2018",1,4,2,1,3,1,60,58
Mega Man X Legacy Collection 2,Switch,Capcom,Miscellaneous,No Online Multiplayer,T,"Jul 24, 2018",1,10,2,0,0,0,60,66
Warriors Orochi 4,Switch,Omega Force,Action,Up to 6 ,T,"Oct 16, 2018",3,11,2,0,0,0,60,65
All-Star Fruit Racing,PS4,3DClouds.it,Racing,Up to 8 ,E,"Aug 21, 2018",0,8,2,0,0,0,60,36
GRIP: Combat Racing,Switch,Caged Element Inc.,Racing,Up to 10 ,E10+,"Nov  6, 2018",0,10,1,4,0,2,59,65
X4: Foundations,PC,Egosoft,Action Adventure,No Online Multiplayer,,"Nov 30, 2018",2,4,1,24,7,18,59,65
Devious Dungeon,Switch,Noodlecake Studios Inc,Action,No Online Multiplayer,E10+,"Mar 30, 2018",1,5,1,1,1,1,59,59
Dakar 18,PC,Bigmoon Entertainment,Racing,Up to 8 ,E,"Sep 25, 2018",1,8,2,3,2,4,59,58
The Inpatient,PS4,SuperMassive Games,Action Adventure,No Online Multiplayer,M,"Jan 23, 2018",5,47,5,4,6,6,59,61
Road Redemption,PS4,Dark Seas Games,Simulation,Online Multiplayer,M,"Nov  6, 2018",1,12,0,2,0,0,59,44
Jagged Alliance: Rage!,PC,HandyGames,Strategy,2 ,M,"Dec  6, 2018",3,8,5,0,1,3,58,21
Little Witch Academia: Chamber of Time,PS4,Bandai Namco Games,Action,Up to 3 ,T,"May 15, 2018",3,31,6,1,0,0,58,64
V-Rally 4,PS4,Kylotonn,Racing,Up to 8 ,E,"Sep 11, 2018",1,23,3,3,2,0,58,53
SINNER: Sacrifice for Redemption,Switch,Another Indie,Action Adventure,No Online Multiplayer,,"Oct 18, 2018",0,10,2,2,0,1,58,60
This is the Police 2,Switch,Weappy Studio,Simulation,No Online Multiplayer,M,"Sep 25, 2018",1,5,1,0,1,1,58,56
The Long Reach,Switch,Painted Black Games,Action Adventure,No Online Multiplayer,M,"Mar 15, 2018",1,7,1,2,2,2,58,56
Kirby Battle Royale,3DS,"Nintendo, HAL Labs",Miscellaneous,Up to 4 ,E10+,"Jan 19, 2018",0,30,1,10,3,1,57,70
Little Dragons Cafe,PS4,Aksys Games,Strategy,No Online Multiplayer,E10+,"Aug 24, 2018",1,9,2,0,1,2,57,42
Dynasty Warriors 9,PC,Omega Force,Action Adventure,No Online Multiplayer,T,"Feb 13, 2018",2,9,4,1,2,6,57,29
Sinner: Sacrifice for Redemption,PS4,DarkStar Games,Action Adventure,No Online Multiplayer,M,"Oct 18, 2018",0,7,1,1,1,2,57,39
Gear.Club Unlimited 2,Switch,Eden Games Mobile,Racing,No Online Multiplayer,E,"Dec  4, 2018",3,15,5,1,1,1,57,56
Tour de France 2018,PS4,"Cyanide, Cyanide Studios",Sports,Online Multiplayer,E,"Jun 28, 2018",0,6,1,2,1,0,57,54
RollerCoaster Tycoon Adventures,Switch,Nvizzio Creations,Strategy,No Online Multiplayer,E,"Dec 13, 2018",1,10,3,3,2,2,57,58
Animal Force,PS4,Sony Interactive Entertainment,Action,No Online Multiplayer,E,"Jul 10, 2018",0,9,1,0,0,0,57,57
Far Cry 5: Lost on Mars,PS4,Ubisoft Montreal,Action,,M,"Jul 17, 2018",1,8,1,1,2,2,57,51
Earthfall,XONE,Holospark,Action,Online Multiplayer,T,"Jul 13, 2018",3,12,4,0,3,3,56,55
Gal*Gun 2,PS4,Inti Creates,Action,No Online Multiplayer,M,"Apr 24, 2018",2,6,4,1,0,1,56,61
Train Sim World,PS4,Dovetail Games,Miscellaneous,No Online Multiplayer,E,"Jul 24, 2018",2,6,3,2,1,0,56,59
Dynasty Warriors 9,XONE,"Omega Force, Koei Tecmo Games",Action Adventure,No Online Multiplayer,T,"Feb 13, 2018",0,10,3,0,1,2,56,41
Space Hulk: Deathwing,PS4,Streum On Studio,Action,Up to 4 ,M,"May 22, 2018",0,18,5,3,0,0,55,57
Suicide Guy,Switch,Chubby Pixel,Action Adventure,No Online Multiplayer,T,"May 10, 2018",0,7,0,0,1,0,55,67
Robocraft Infinity,XONE,Freejam,Action,Up to 10 ,E10+,"Apr 11, 2018",1,7,1,2,1,1,55,74
The Seven Deadly Sins: Knights of Britannia,PS4,"Bandai Namco Games, NATSUME ATARI Inc.",Action,Up to 4 ,T,"Feb  9, 2018",1,26,6,5,1,2,55,59
STONE,PC,Convict Games,Adventure,No Online Multiplayer,,"Sep 21, 2018",2,3,2,0,0,0,55,34
Titan Quest,PS4,THQ Nordic,Role-Playing,Up to 6 ,T,"Mar 20, 2018",1,9,4,2,3,6,55,56
Anamorphine,PS4,Artifact 5,Adventure,No Online Multiplayer,T,"Jul 31, 2018",0,5,2,0,2,0,55,36
Nippon Marathon,PS4,Onion Soup,Sports,No Online Multiplayer,T,"Dec 17, 2018",1,5,2,0,0,0,54,30
Shaq Fu: A Legend Reborn,XONE,Big Deez Productions,Action,No Online Multiplayer,T,"Jun  5, 2018",1,6,2,3,2,0,54,55
Jumping Joe & Friends,Switch,Vixa Games / QubicGames S.A.,Action,No Online Multiplayer,E,"May 25, 2018",2,2,3,2,0,0,54,57
Metal Gear Survive,PC,Konami,Action Adventure,Up to 4 ,M,"Feb 21, 2018",0,12,4,7,0,41,54,12
Legend of Kay Anniversary,Switch,Kaiko,Action Adventure,No Online Multiplayer,E10+,"May 29, 2018",0,8,1,1,0,0,54,61
Earthfall,PS4,Holospark,Action,Online Multiplayer,T,"Jul 13, 2018",0,6,3,5,1,0,54,58
Time Carnage,PS4,Wales Interactive Ltd.,Action,No Online Multiplayer,T,"Apr 10, 2018",0,7,3,1,0,0,54,37
Kingdom Come: Deliverance - From The Ashes,PC,Warhorse Studios,Role-Playing,,M,"Jul  5, 2018",1,4,3,0,2,2,54,47
Dakar 18,XONE,Bigmoon Entertainment,Racing,Up to 8 ,E,"Sep 25, 2018",0,6,1,0,1,1,54,71
Legendary Eleven,Switch,Eclipse Games,Sports,No Online Multiplayer,E,"Jun  8, 2018",1,5,2,1,1,0,54,60
Castle of Heart,Switch,7Levels,Action Adventure,No Online Multiplayer,T,"Mar 23, 2018",2,14,10,3,1,0,53,73
Black Clover: Quartet Knights,PS4,"Bandai Namco Games, ilinx inc.",Action Adventure,No Online Multiplayer,T,"Sep 14, 2018",1,8,3,1,1,0,53,52
Fallout 76,PS4,Bethesda Game Studios,Role-Playing,Up to 24 ,M,"Nov 14, 2018",2,29,12,325,97,926,53,25
Dakar 18,PS4,Bigmoon Entertainment,Racing,Up to 8 ,E,"Sep 25, 2018",0,11,3,2,2,2,53,50
Extinction,XONE,Iron Galaxy Studios,Action Adventure,No Online Multiplayer,M,"Apr 10, 2018",1,12,5,0,1,2,52,11
Fallout 76,PC,Bethesda Game Studios,Role-Playing,Up to 24 ,M,"Nov 14, 2018",4,29,13,504,136,1441,52,25
OVERKILL's The Walking Dead,PC,Starbreeze,Sci-Fi,Online Multiplayer,M,"Nov  6, 2018",1,24,9,39,5,21,51,52
Immortal: Unchained,XONE,Toadman Interactive,Role-Playing,No Online Multiplayer,T,"Sep  7, 2018",0,3,4,5,0,1,51,81
Bullet Witch,PC,Cavia Inc.,Action,No Online Multiplayer,,"Apr 25, 2018",0,8,5,1,1,0,51,52
Baseball Riot,Switch,10tons,Puzzle,No Online Multiplayer,E10+,"Jan 19, 2018",0,5,3,0,0,0,51,56
Extinction,PC,Iron Galaxy Studios,Action Adventure,No Online Multiplayer,M,"Apr  9, 2018",1,10,7,2,1,8,51,21
AO International Tennis,PS4,Big Ant Studios,Sports,Up to 4 ,E,"May  8, 2018",0,10,6,4,3,6,50,61
Lust for Darkness,PC,Movie Games,First-Person,No Online Multiplayer,,"Jun 12, 2018",2,1,6,2,5,3,50,52
Fear Effect Sedna,PS4,Sushee,Role-Playing,No Online Multiplayer,M,"Mar  6, 2018",1,10,5,7,0,3,50,66
Milanoir,Switch,Italo Games,Role-Playing,Online Multiplayer,M,"May 31, 2018",0,7,3,0,1,1,50,50
Adventure Time: Pirates of the Enchiridion,Switch,Bandai Namco Games,Action Adventure,No Online Multiplayer,E10+,"Jul 17, 2018",0,4,3,0,2,3,50,58
Crisis on the Planet of the Apes VR,PS4,Imaginati,Action,No Online Multiplayer,M,"Apr  3, 2018",1,7,6,0,0,1,49,13
Shaq Fu: A Legend Reborn,Switch,Big Deez Productions,Action,No Online Multiplayer,T,"Jun  5, 2018",1,5,5,9,2,4,49,64
Carnival Games for Nintendo Switch,Switch,Mass Media,Miscellaneous,No Online Multiplayer,E10+,"Nov  6, 2018",0,5,2,1,0,0,49,40
Fallout 76,XONE,Bethesda Game Studios,Role-Playing,Up to 24 ,M,"Nov 14, 2018",2,18,13,118,24,244,49,24
Immortal: Unchained,PS4,Toadman Interactive,Role-Playing,No Online Multiplayer,T,"Sep  7, 2018",0,8,4,7,3,5,49,62
Nickelodeon Kart Racers,XONE,GameMill Entertainment,Racing,No Online Multiplayer,E,"Oct 23, 2018",0,5,2,0,2,0,49,63
Morphies Law,Switch,Cosmoscope GmbH,Action,Up to 8 ,T,"Aug 20, 2018",1,5,6,4,2,1,48,55
Past Cure,PC,Phantom 8,Action,No Online Multiplayer,M,"Feb  2, 2018",0,4,4,1,1,1,48,66
Out of Ammo,PS4,RocketWerkz,Action,Up to 4 ,T,"Jan 30, 2018",2,7,6,3,0,0,48,73
Extinction,PS4,Iron Galaxy Studios,Action Adventure,No Online Multiplayer,M,"Apr 10, 2018",1,20,16,1,2,12,47,15
Desert Child,Switch,Oscar Brittain,Racing,Online Multiplayer,,"Dec 11, 2018",0,5,2,0,2,0,47,50
Agony,PC,Madmind Studio,General,No Online Multiplayer,M,"May 29, 2018",2,17,16,16,5,36,47,42
Scribblenauts Showdown,Switch,Warner Bros. Interactive Entertainment,Puzzle,No Online Multiplayer,E10+,"Mar  6, 2018",1,11,8,2,1,2,47,43
Fear Effect Sedna,XONE,Sushee,Role-Playing,No Online Multiplayer,M,"Mar  6, 2018",1,6,6,0,1,1,46,41
ARK Park,PS4,Snail Games,Adventure,Up to 4 ,T,"Mar 22, 2018",1,6,4,6,0,4,46,45
Tennis World Tour,PS4,Breakpoint,Sports,2 ,E,"May 22, 2018",0,9,13,4,5,14,45,28
Yet Another Zombie Defense HD,XONE,Awesome Games Studio,Strategy,Up to 4 ,M,"Jun 22, 2018",0,6,3,0,1,1,45,40
Bravo Team,PS4,SuperMassive Games,Action,2 ,T,"Mar  6, 2018",2,16,21,4,2,6,45,44
KURSK,PC,Jujubee,Action Adventure,No Online Multiplayer,,"Nov  7, 2018",0,4,4,0,1,1,43,40
New Gundam Breaker,PS4,Bandai Namco Games,Action,Up to 6 ,T,"Jun 22, 2018",1,7,14,1,4,16,43,30
Fear Effect Sedna,PC,Sushee,Role-Playing,No Online Multiplayer,M,"Mar  6, 2018",0,4,3,0,0,1,42,64
Nickelodeon Kart Racers,PS4,GameMill Entertainment,Racing,No Online Multiplayer,E,"Oct 23, 2018",0,5,12,2,1,0,42,46
Tennis World Tour,XONE,Bigben Interactive,Sports,2 ,E,"May 22, 2018",0,3,5,0,1,3,42,19
Gungrave VR,PS4,IGGYMOB,Action,No Online Multiplayer,T,"Dec 11, 2018",1,3,12,1,1,3,41,34
Nickelodeon Kart Racers,Switch,Maximum Games,Racing,No Online Multiplayer,E,"Oct 23, 2018",0,2,6,3,2,2,41,51
Senran Kagura Reflexions,Switch,Honey Parade Games,Action,,M,"Sep 13, 2018",0,6,11,7,0,2,39,75
Hello Neighbor,Switch,tinyBuild,Adventure,No Online Multiplayer,E10+,"Jul 27, 2018",0,1,6,2,2,1,39,47
Agony,PS4,Madmind Studio,Action Adventure,No Online Multiplayer,M,"May 29, 2018",0,4,13,7,10,8,37,49
Underworld Ascendant,PC,OtherSide Entertainment,Role-Playing,No Online Multiplayer,T,"Nov 15, 2018",0,5,14,1,1,13,37,21
Past Cure,PS4,Phantom 8,Action,No Online Multiplayer,M,"Feb 23, 2018",0,7,15,7,3,5,37,50
Heavy Fire: Red Shadow,PS4,Mastiff,Action,No Online Multiplayer,T,"Oct 16, 2018",0,3,6,0,0,1,36,29
Shaq Fu: A Legend Reborn,PS4,Big Deez Productions,Action,No Online Multiplayer,T,"Jun  5, 2018",0,2,10,3,4,1,36,52
Hollow,Switch,MMEU,Action Adventure,No Online Multiplayer,M,"Feb 22, 2018",0,2,8,12,2,7,36,52
One Piece: Grand Cruise,PS4,Bandai Namco Games,Action,No Online Multiplayer,T,"May 22, 2018",0,2,7,0,0,1,35,23
Super Seducer: How to Talk to Girls,PC,RLR Training Inc,Adventure,No Online Multiplayer,M,"Mar  6, 2018",0,1,7,10,1,4,35,63
Past Cure,XONE,Phantom 8,Action,No Online Multiplayer,M,"Feb 23, 2018",0,2,6,1,2,0,34,69
Agony,XONE,Madmind Studio,Action Adventure,No Online Multiplayer,M,"May 29, 2018",0,1,10,2,3,4,34,45
Fantasy Hero: Unsigned Legacy,Switch,Arc System Works,Role-Playing,No Online Multiplayer,E10+,"Jan 25, 2018",0,0,7,0,0,0,34,37
Gene Rain,XONE,Deeli network,Action,No Online Multiplayer,M,"Jul 31, 2018",0,1,8,0,1,0,32,36
ARK: Survival Evolved,Switch,Studio Wildcard,Action Adventure,Online Multiplayer,T,"Nov 30, 2018",0,1,11,3,0,5,29,30
The Quiet Man,PS4,"Square Enix, Human Head Studios",Action Adventure,No Online Multiplayer,M,"Nov  1, 2018",1,0,20,5,0,12,29,23
Wild West Online,PC,,Role-Playing,Online Multiplayer,,"May 10, 2018",0,0,8,0,0,8,29,1
Resident Evil 2,XONE,Capcom R&D Division 1,Action Adventure,No Online Multiplayer,M,"Jan 25, 2019",25,1,0,62,3,1,93,84
Sekiro: Shadows Die Twice,PC,From Software,Action Adventure,No Online Multiplayer,M,"Mar 22, 2019",15,0,0,80,26,27,92,79
Sekiro: Shadows Die Twice,XONE,From Software,Action Adventure,,M,"Mar 22, 2019",20,0,0,17,2,5,91,85
Resident Evil 2,PS4,Capcom R&D Division 1,Action Adventure,No Online Multiplayer,M,"Jan 25, 2019",82,1,0,315,20,18,90,87
NieR: Automata - Game of the YoRHa Edition,PS4,PlatinumGames,Role-Playing,No Online Multiplayer,M,"Feb 26, 2019",8,0,0,5,2,2,90,85
Devil May Cry 5,PC,Capcom,Action Adventure,Online Multiplayer,M,"Mar  7, 2019",19,0,0,82,10,6,90,89
Sekiro: Shadows Die Twice,PS4,From Software,Action Adventure,,M,"Mar 22, 2019",58,0,1,169,38,40,90,77
Apex Legends,PS4,Respawn Entertainment,Action,Up to 60 ,T,"Feb  4, 2019",26,0,0,147,38,55,89,68
Resident Evil 2,PC,Capcom R&D Division 1,Action Adventure,No Online Multiplayer,,"Jan 25, 2019",25,1,0,159,6,8,89,90
Slay the Spire,PC,Mega Crit Games,Strategy,No Online Multiplayer,,"Jan 23, 2019",21,0,0,19,3,2,89,65
Apex Legends,XONE,Respawn Entertainment,Action,Online Multiplayer,T,"Feb  4, 2019",10,0,0,23,4,10,88,67
Apex Legends,PC,Respawn Entertainment,Action,Online Multiplayer,T,"Feb  4, 2019",23,0,0,104,37,81,88,62
Devil May Cry 5,PS4,Capcom,Action Adventure,,M,"Mar  8, 2019",38,2,0,111,10,11,87,78
Assault Android Cactus+,Switch,Witch Beam,Action,,,"Mar  8, 2019",9,0,0,2,0,0,87,87
Devil May Cry 5,XONE,Capcom,Action Adventure,,M,"Mar  8, 2019",56,5,0,67,9,7,87,75
Downwell,Switch,Moppin,Action,No Online Multiplayer,E10+,"Jan 31, 2019",10,0,0,2,0,0,87,68
Steins;Gate Elite,PS4,"5pb, Mages.",Action,No Online Multiplayer,M,"Feb 19, 2019",18,2,0,2,0,0,86,73
Sunless Skies,PC,Failbetter Games,Action Adventure,No Online Multiplayer,,"Jan 31, 2019",24,2,0,4,3,1,86,64
DiRT Rally 2.0,PC,Codemasters,Racing,Up to 8 ,E,"Feb 26, 2019",19,0,0,3,4,9,86,51
Devotion,PC,Red Candle Game,Action Adventure,No Online Multiplayer,,"Feb 19, 2019",11,1,0,11,0,1,85,73
Guacamelee! 2,XONE,DrinkBox Studios,Action,Up to 4 ,,"Jan 18, 2019",9,0,0,1,1,0,85,37
BlazBlue: Central Fiction - Special Edition,Switch,Arc System Works,Action,Up to 8 ,T,"Feb  7, 2019",11,1,0,0,0,0,85,83
Trials Rising,XONE,RedLynx,Racing,Up to 8 ,T,"Feb 26, 2019",14,0,0,4,2,1,85,53
MLB The Show 19,PS4,Sony Interactive Entertainment,Sports,,E,"Mar 26, 2019",8,0,0,9,2,2,85,69
Tom Clancy's The Division 2,PC,Massive Entertainment,First-Person,,M,"Mar 15, 2019",23,0,0,123,11,29,85,65
Steins;Gate Elite,Switch,"5pb, Mages.",Action,No Online Multiplayer,M,"Feb 19, 2019",9,0,0,1,0,0,85,74
Baba Is You,Switch,"Hempuli Oy, MP2 Games",Action Adventure,,,"Mar 13, 2019",13,2,0,9,0,0,84,78
DiRT Rally 2.0,PS4,Codemasters,Racing,Up to 8 ,E,"Feb 26, 2019",31,1,0,7,2,9,84,57
Ape Out,Switch,Gabe Cuzzillo,Action,No Online Multiplayer,,"Feb 28, 2019",27,2,0,4,1,0,84,54
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,"Nintendo, Alphadream Corporation",Role-Playing,No Online Multiplayer,E,"Jan 11, 2019",36,1,0,9,0,1,84,77
Wargroove,Switch,Chucklefish,Strategy,Up to 4 ,E10+,"Feb  1, 2019",38,3,0,11,4,2,84,77
Sega Ages: OutRun,Switch,Sega,Racing,No Online Multiplayer,E,"Jan 10, 2019",8,0,0,6,0,0,84,77
Kingdom Hearts III,PS4,Square Enix,Action RPG,No Online Multiplayer,E10+,"Jan 29, 2019",78,5,1,259,74,55,84,80
Tales of Vesperia: Definitive Edition,Switch,Bandai Namco Games,Role-Playing,Online Multiplayer,T,"Jan 11, 2019",25,1,0,4,2,0,84,77
Trials Rising,PC,RedLynx,Racing,Up to 8 ,T,"Feb 26, 2019",11,1,0,4,0,5,83,53
Metro Exodus,PC,4A Games,Action,No Online Multiplayer,M,"Feb 15, 2019",45,6,0,482,65,199,83,68
Tetris 99,Switch,"Arika, Nintendo",Puzzle,Up to more than 64 ,E,"Feb 13, 2019",22,1,0,34,5,4,83,83
Ape Out,PC,Gabe Cuzzillo,Action,No Online Multiplayer,,"Feb 28, 2019",29,3,0,3,2,1,83,60
Tom Clancy's The Division 2,PS4,Massive Entertainment,First-Person,,M,"Mar 12, 2019",40,5,1,178,20,25,83,72
Wargroove,PC,Chucklefish,General,Up to 4 ,E10+,"Feb  1, 2019",17,2,0,2,2,3,82,59
The Messenger,PS4,Sabotage Studio,Action,,E10+,"Mar 19, 2019",7,0,0,1,0,0,82,69
Unruly Heroes,PC,Magic Design Studios,Action,Online Multiplayer,,"Jan 23, 2019",8,1,0,2,1,0,82,61
DiRT Rally 2.0,XONE,Codemasters,Racing,Up to 8 ,E,"Feb 26, 2019",18,3,0,5,0,0,82,76
Metro Exodus,XONE,4A Games,Action,No Online Multiplayer,M,"Feb 15, 2019",27,5,0,58,11,20,82,67
Hypnospace Outlaw,PC,Tendershoot,Adventure,No Online Multiplayer,,"Mar 12, 2019",12,2,0,5,0,0,82,62
Sid Meier's Civilization VI: Gathering Storm,PC,Firaxis Games,Strategy,,,"Feb 14, 2019",26,6,0,5,4,3,82,67
Unravel Two,Switch,Coldwood Interactive,Action,,E,"Mar 22, 2019",12,0,0,0,0,0,82,80
The Legend of Heroes: Trails of Cold Steel,PS4,Falcom,Role-Playing,No Online Multiplayer,T,"Mar 26, 2019",8,2,0,1,0,0,81,89
Tales of Vesperia: Definitive Edition,XONE,Bandai Namco Games,Role-Playing,Online Multiplayer,T,"Jan 11, 2019",8,2,0,1,0,0,80,79
Etrian Odyssey Nexus,3DS,Atlus,General,No Online Multiplayer,T,"Feb  5, 2019",24,2,0,1,1,1,80,66
New Super Mario Bros. U Deluxe,Switch,Nintendo,Action,No Online Multiplayer,E,"Jan 11, 2019",58,11,0,22,5,10,80,73
Captain Toad: Treasure Tracker - Special Episode,Switch,Nintendo Software Technology,Action,,,"Mar 14, 2019",6,2,0,0,0,0,80,80
Ace Combat 7: Skies Unknown,PS4,Project Aces ,Simulation,Up to 8 ,T,"Jan 18, 2019",55,12,0,37,9,0,80,83
Tom Clancy's The Division 2,XONE,Massive Entertainment,First-Person,,M,"Mar 12, 2019",20,2,1,28,3,6,80,74
Wargroove,XONE,Chucklefish,General,Up to 4 ,E10+,"Feb  1, 2019",6,1,0,3,0,1,80,48
Yoshi's Crafted World,Switch,Good-Feel,Action,,E,"Mar 29, 2019",44,8,0,13,0,3,80,85
"Bury Me, My Love",PC,The Pixel Hunt,Adventure,No Online Multiplayer,,"Jan 10, 2019",6,1,0,0,0,0,80,53
Kirby's Extra Epic Yarn,3DS,Good-Feel,Action,No Online Multiplayer,E,"Mar  8, 2019",36,6,0,3,1,2,80,76
Tales of Vesperia: Definitive Edition,PS4,"Bandai Namco Games, QLOC",Role-Playing,Online Multiplayer,T,"Jan 11, 2019",25,7,0,1,1,0,80,73
Yo-kai Watch 3,3DS,Level 5,Role-Playing,Up to 4 ,E10+,"Feb  8, 2019",21,4,0,3,0,0,80,72
Kingdom Hearts III,XONE,Square Enix,Action RPG,No Online Multiplayer,E10+,"Jan 29, 2019",17,5,0,43,3,11,80,71
Catherine Classic,PC,Atlus,Action Adventure,No Online Multiplayer,M,"Jan 10, 2019",12,3,0,3,1,1,80,80
Yakuza Kiwami,PC,Ryu ga Gotoku Studios,Action Adventure,No Online Multiplayer,M,"Feb 19, 2019",16,2,0,4,0,1,80,73
Metro Exodus,PS4,4A Games,Action,No Online Multiplayer,M,"Feb 15, 2019",31,9,0,98,22,46,80,68
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PC,"Telltale Games, Skybound Games",Adventure,,,"Mar 26, 2019",9,3,0,4,0,0,80,85
Tangledeep,Switch,Impact Gameworks,Role-Playing,No Online Multiplayer,E10+,"Jan 31, 2019",5,2,0,3,0,1,79,78
Octahedron: Transfixed Edition,Switch,Demimonde,Action,No Online Multiplayer,E10+,"Jan 17, 2019",6,2,0,0,0,0,79,82
Life is Strange 2: Episode 2 - Rules,PC,DONTNOD Entertainment,Action Adventure,No Online Multiplayer,M,"Jan 24, 2019",9,3,0,4,1,8,79,49
Trials Rising,PS4,RedLynx,Racing,Up to 8 ,T,"Feb 26, 2019",42,11,0,3,4,1,79,64
Ace Combat 7: Skies Unknown,PC,Project Aces ,Simulation,Up to 8 ,T,"Jan 31, 2019",9,3,0,17,1,8,78,67
Angry Birds VR: Isle of Pigs,PC,Resolution Games,Puzzle,No Online Multiplayer,,"Feb  7, 2019",6,1,0,0,0,0,78,38
Tropico 6,PC,Limbic Entertainment,Strategy,,T,"Mar 29, 2019",21,8,0,4,1,2,78,72
Ace Combat 7: Skies Unknown,XONE,Bandai Namco Games,Simulation,Up to 8 ,T,"Jan 18, 2019",12,3,0,13,1,2,78,80
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PS4,"Telltale Games, Skybound Games",Adventure,No Online Multiplayer,,"Jan 15, 2019",7,3,0,5,0,0,78,71
Trials Rising,Switch,RedLynx,Racing,Up to 8 ,T,"Feb 26, 2019",9,4,0,1,0,1,78,79
A Fisherman's Tale,PC,Innerspace VR,Adventure,No Online Multiplayer,,"Jan 10, 2019",5,2,0,0,0,0,78,63
Eastshade,PC,Eastshade Studios,First-Person,No Online Multiplayer,,"Feb 13, 2019",15,4,0,6,0,0,78,80
My Memory of Us,Switch,Juggler Games / Crunching Koalas,Action,No Online Multiplayer,E10+,"Jan 24, 2019",8,6,0,0,0,0,77,81
Battlefleet Gothic: Armada 2,PC,Tindalos Interactive,Strategy,Online Multiplayer,,"Jan 24, 2019",15,8,0,7,2,1,77,77
Unruly Heroes,XONE,Magic Design Studios,Action,Online Multiplayer,,"Jan 23, 2019",5,4,0,1,0,0,77,72
Stellaris: Console Edition,PS4,Paradox Development Studio,Strategy,No Online Multiplayer,E10+,"Feb 26, 2019",16,3,0,4,1,2,77,63
Fate/Extella Link,PS4,Marvelous Inc.,Action,No Online Multiplayer,T,"Mar 19, 2019",9,5,0,2,0,1,77,72
Final Fantasy IX,Switch,SquareSoft,Role-Playing,No Online Multiplayer,,"Feb 13, 2019",11,5,0,0,3,0,76,79
Dead or Alive 6,XONE,"Team Ninja, Koei Tecmo Games",Action,Up to 16 ,M,"Mar  1, 2019",8,4,0,7,2,2,76,54
Pikuniku,Switch,Sectordub,Puzzle,No Online Multiplayer,E,"Jan 24, 2019",21,12,0,4,2,0,76,78
ToeJam & Earl: Back in the Groove,Switch,Humanature Studios,Action,Online Multiplayer,E10+,"Feb 15, 2019",12,8,0,4,2,0,76,48
The Textorcist: The Story of Ray Bibbia,PC,Morbidware,Action Adventure,No Online Multiplayer,,"Feb 14, 2019",6,3,0,1,0,0,75,70
Observer,Switch,Bloober Team,Adventure,No Online Multiplayer,,"Feb  7, 2019",10,6,0,5,0,0,75,80
Unruly Heroes,Switch,Magic Design Studios,Action,Online Multiplayer,E10+,"Jan 23, 2019",11,1,1,7,0,0,75,78
Far Cry New Dawn,XONE,Ubisoft Montreal,Action,2 ,M,"Feb 15, 2019",17,9,0,6,3,7,75,31
"Bury me, my Love",Switch,Plug In Digital,Adventure,No Online Multiplayer,E10+,"Jan 10, 2019",8,6,0,2,0,1,75,52
X-Morph: Defense,Switch,EXOR Studios,Strategy,No Online Multiplayer,,"Feb 21, 2019",6,4,1,0,0,0,75,76
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PC,"Telltale Games, Skybound Games",Adventure,No Online Multiplayer,,"Jan 15, 2019",13,6,0,4,1,1,74,72
Assassin's Creed III Remastered,PS4,Ubisoft,Action Adventure,,M,"Mar 29, 2019",7,7,0,2,0,2,74,50
Onimusha: Warlords,XONE,"Capcom, NeoBards Entertainment",Action Adventure,No Online Multiplayer,M,"Jan 15, 2019",8,7,0,3,2,1,74,49
Life is Strange 2: Episode 2 - Rules,XONE,DONTNOD Entertainment,Action Adventure,No Online Multiplayer,M,"Jan 24, 2019",4,3,0,0,1,2,74,41
YIIK: A Postmodern RPG,PC,Ackkstudios,Role-Playing,No Online Multiplayer,M,"Jan 17, 2019",3,4,0,2,0,5,74,41
We. The Revolution,PC,Polyslash,Adventure,No Online Multiplayer,,"Mar 21, 2019",4,3,0,0,2,1,74,77
Death end re;Quest,PS4,Compile Heart,Role-Playing,No Online Multiplayer,M,"Feb 19, 2019",10,13,0,6,1,1,74,74
Dead or Alive 6,PC,"Team Ninja, Koei Tecmo Games",Action,Up to 16 ,M,"Mar  1, 2019",4,3,0,9,3,15,74,48
Pikuniku,PC,Sectordub,Puzzle,No Online Multiplayer,,"Jan 24, 2019",8,5,0,0,3,0,74,65
Dawn of Man,PC,Madruga Works,Strategy,,,"Mar  1, 2019",4,3,0,8,0,2,74,73
Onimusha: Warlords,PS4,"Capcom, NeoBards Entertainment",Action Adventure,No Online Multiplayer,M,"Jan 15, 2019",15,9,1,9,4,0,74,56
