Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,grapes,liquor (appetizer),waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,root vegetables,other vegetables,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,hamburger meat,root vegetables,yogurt,whipped/sour cream,sliced cheese,pasta,soda,nut snack,waffles,,,,,,,,,,,,,,,,,,,,,,,
2,nuts/prunes,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pastry,soda,salty snack,popcorn,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,other vegetables,yogurt,cat food,chewing gum,female sanitary products,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,ham,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,hamburger meat,whole milk,coffee,bottled water,bottled beer,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,citrus fruit,whole milk,yogurt,whipped/sour cream,cat food,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,root vegetables,curd,dessert,waffles,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,finished products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,soda,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ham,berries,root vegetables,whole milk,whipped/sour cream,brown bread,pastry,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,
2,processed cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,dessert,frozen dessert,oil,soda,salty snack,chocolate,dental care,,,,,,,,,,,,,,,,,,,,,,,,,
2,chicken,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,finished products,pip fruit,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,soda,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,fruit/vegetable juice,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,dessert,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen vegetables,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,whole milk,curd,dessert,pastry,soda,misc. beverages,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,frozen vegetables,seasonal products,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,hamburger meat,soda,rum,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,meat,other vegetables,mustard,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,yogurt,whipped/sour cream,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,hamburger meat,onions,other vegetables,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,berries,curd,whipped/sour cream,long life bakery product,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,chicken,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,tropical fruit,whole milk,rolls/buns,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,hard cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,whole milk,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pork,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,sausage,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pip fruit,berries,root vegetables,whole milk,curd,whipped/sour cream,soft cheese,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,berries,frozen vegetables,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,sausage,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ice cream,white bread,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pasta,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,root vegetables,whole milk,whipped/sour cream,domestic eggs,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,butter,whipped/sour cream,processed cheese,frozen fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,misc. beverages,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,grapes,berries,butter milk,yogurt,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,ice cream,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
3,chewing gum,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,chicken,citrus fruit,root vegetables,packaged fruit/vegetables,domestic eggs,brown bread,artif. sweetener,bottled water,waffles,napkins,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,root vegetables,onions,whole milk,curd,butter milk,frozen meals,oil,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,citrus fruit,tropical fruit,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,meat,tropical fruit,butter,yogurt,soft cheese,cat food,bottled water,specialty chocolate,dish cleaner,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,
1,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,citrus fruit,tropical fruit,other vegetables,curd,pastry,soda,chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
2,long life bakery product,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,whole milk,processed cheese,ice cream,canned fish,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,margarine,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,organic sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,pork,fruit/vegetable juice,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,frankfurter,beef,hamburger meat,grapes,whole milk,whipped/sour cream,mayonnaise,frozen vegetables,coffee,soda,misc. beverages,long life bakery product,hygiene articles,,,,,,,,,,,,,,,,,,,
11,pork,citrus fruit,root vegetables,whole milk,dessert,yogurt,frozen fish,margarine,pickled vegetables,chocolate,candy,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,whole milk,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,curd,chewing gum,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,sliced cheese,hard cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers,,,,,,,,,,,,,,
5,yogurt,frozen meals,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,pip fruit,other vegetables,whole milk,hard cheese,rolls/buns,canned vegetables,candy,napkins,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,tropical fruit,UHT-milk,bottled water,soda,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,frozen vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,chicken,beef,whole milk,whipped/sour cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cat food,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,dog food,bottled water,liquor,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,dessert,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,chicken,beef,other vegetables,whole milk,UHT-milk,frozen vegetables,pasta,vinegar,baking powder,detergent,cleaner,house keeping products,,,,,,,,,,,,,,,,,,,,
2,butter milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,coffee,soda,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen meals,ice cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,root vegetables,onions,curd,yogurt,whipped/sour cream,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
2,white bread,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pip fruit,UHT-milk,semi-finished bread,margarine,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,whole milk,yogurt,processed cheese,frozen vegetables,rolls/buns,margarine,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,root vegetables,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,UHT-milk,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,spread cheese,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,meat,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,soft cheese,rolls/buns,prosecco,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,white bread,spices,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,yogurt,beverages,hard cheese,frozen meals,rolls/buns,tea,bottled water,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,,,,,
1,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,pork,tropical fruit,other vegetables,butter milk,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,coffee,bottled water,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frozen dessert,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,meat,turkey,hamburger meat,citrus fruit,root vegetables,herbs,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,rice,baking powder,,,,,,,,,,,,,,,,,,
5,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,baking powder,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,chicken,grapes,whole milk,yogurt,rolls/buns,bottled water,fruit/vegetable juice,bottled beer,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,whole milk,cream cheese,processed cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,curd,sliced cheese,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,whole milk,rolls/buns,sugar,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,whole milk,whipped/sour cream,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,citrus fruit,tropical fruit,pip fruit,onions,other vegetables,whole milk,yogurt,frozen fish,long life bakery product,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,
3,margarine,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,root vegetables,UHT-milk,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,root vegetables,onions,herbs,other vegetables,whole milk,flour,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,
4,root vegetables,other vegetables,whole milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ham,grapes,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whipped/sour cream,rolls/buns,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cream cheese,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,root vegetables,butter milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pip fruit,other vegetables,whole milk,domestic eggs,pastry,pasta,soups,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,cream cheese,pastry,canned fish,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,domestic eggs,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,sausage,chicken,beef,citrus fruit,tropical fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,curd,yogurt,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,
3,bottled water,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,tropical fruit,dessert,yogurt,UHT-milk,domestic eggs,rolls/buns,brown bread,canned vegetables,meat spreads,cake bar,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,
2,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,meat,pork,grapes,root vegetables,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,whole milk,white bread,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,whole milk,cream cheese,frozen fish,brown bread,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,pork,tropical fruit,curd cheese,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,rolls/buns,canned fish,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,semi-finished bread,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,beef,citrus fruit,yogurt,brown bread,margarine,soda,long life bakery product,hygiene articles,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,
5,sausage,tropical fruit,condensed milk,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,sausage,meat,turkey,other vegetables,whipped/sour cream,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
8,turkey,citrus fruit,pip fruit,herbs,butter,frozen vegetables,brown bread,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,margarine,newspapers,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,meat,root vegetables,other vegetables,whole milk,brown bread,pastry,artif. sweetener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,sliced cheese,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,grapes,berries,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,grapes,whole milk,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,citrus fruit,grapes,curd,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
5,liver loaf,tropical fruit,yogurt,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,other vegetables,sliced cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,meat,grapes,root vegetables,other vegetables,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
10,hamburger meat,white bread,pasta,specialty vegetables,bottled water,soda,snack products,waffles,cake bar,candy,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,grapes,yogurt,cream cheese,frozen potato products,rolls/buns,meat spreads,bottled water,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,rolls/buns,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,semi-finished bread,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,beef,citrus fruit,root vegetables,other vegetables,dessert,whipped/sour cream,oil,fruit/vegetable juice,napkins,cling film/bags,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,
3,sausage,frozen vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pork,berries,whole milk,frozen meals,white bread,brown bread,margarine,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,
13,sausage,root vegetables,other vegetables,sliced cheese,hard cheese,semi-finished bread,oil,baking powder,canned vegetables,pet care,chocolate,napkins,newspapers,,,,,,,,,,,,,,,,,,,
1,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,tropical fruit,vinegar,spices,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,onions,rolls/buns,soda,brandy,white wine,chewing gum,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,liver loaf,pork,other vegetables,whole milk,rolls/buns,coffee,soda,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,butter,margarine,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,pork,citrus fruit,pip fruit,root vegetables,whole milk,frozen dessert,rolls/buns,oil,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,
24,pork,beef,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,processed cheese,frozen vegetables,frozen dessert,rolls/buns,semi-finished bread,zwieback,margarine,sugar,Instant food products,canned fish,bottled water,bottled beer,snack products,waffles,chocolate marshmallow,hygiene articles,,,,,,,,
2,beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,whole milk,pastry,semi-finished bread,specialty chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,yogurt,cream cheese,rolls/buns,soda,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen meals,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,other vegetables,whole milk,yogurt,cream cheese,curd cheese,domestic eggs,sugar,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,chicken,root vegetables,other vegetables,coffee,chewing gum,hygiene articles,napkins,cling film/bags,kitchen towels,light bulbs,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,UHT-milk,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,butter,UHT-milk,domestic eggs,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,sausage,root vegetables,rolls/buns,pickled vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,yogurt,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beef,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
