Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
6,00:14:16.310000,Almaz Ayana,ETH,1991-11-21,1,Rabat,2016-05-22,Women,5000 m
7,00:14:16.630000,Meseret Defar,ETH,1983-11-19,1,Oslo,2007-06-15,Women,5000 m
8,00:14:18.890000,Almaz Ayana,ETH,1991-11-21,1,Bruxelles,2016-09-09,Women,5000 m
9,00:14:19.760000,Genzebe Dibaba,ETH,1991-08-02,1,Eugene,2015-05-30,Women,5000 m
10,00:14:20.870000,Vivian Cheruiyot,KEN,1983-11-09,1,Stockholm,2011-07-29,Women,5000 m
11,00:14:21.290000,Genzebe Dibaba,ETH,1991-08-02,1,Oslo,2015-11-06,Women,5000 m
12,00:14:21.970000,Almaz Ayana,ETH,1991-11-21,2,Saint-Denis,2015-04-07,Women,5000 m
13,00:14:22.470000,Helen Obiri,KEN,1989-12-13,1,Shanghai,2017-05-13,Women,5000 m
14,00:14:22.510000,Vivian Cheruiyot,KEN,1983-11-09,2,Oslo,2007-06-15,Women,5000 m
15,00:14:23.460000,Tirunesh Dibaba,ETH,1985-01-06,1,Rieti,2008-07-09,Women,5000 m
16,00:14:23.680000,Tirunesh Dibaba,ETH,1985-01-06,1,Saint-Denis,2013-06-07,Women,5000 m
17,00:14:23.750000,Liliya Shobukhova,RUS,1977-11-13,1,Kazan,2008-07-19,Women,5000 m
18,00:14:24.530000,Meseret Defar,ETH,1983-11-19,1,New York City,2006-03-06,Women,5000 m
19,00:14:24.680000,Elvan Abeylegesse,TUR,1982-11-09,1,Bergen,2004-11-06,Women,5000 m
20,00:14:25.430000,Vivian Cheruiyot,KEN,1983-11-09,1,Bruxelles,2008-05-09,Women,5000 m
21,00:14:25.520000,Meseret Defar,ETH,1983-11-19,2,Bruxelles,2008-05-09,Women,5000 m
22,00:14:25.780000,Helen Obiri,KEN,1989-12-13,2,Bruxelles,2016-09-09,Women,5000 m
23,00:14:25.840000,Almaz Ayana,ETH,1991-11-21,2,Saint-Denis,2013-06-07,Women,5000 m
24,00:14:26.170000,Vivian Cheruiyot,KEN,1983-11-09,1,Rio de Janeiro,2016-08-19,Women,5000 m
25,00:14:26.830000,Almaz Ayana,ETH,1991-11-21,1,Beijing,2015-08-30,Women,5000 m
26,00:14:26.900000,Meseret Defar,ETH,1983-11-19,1,Oslo,2013-06-13,Women,5000 m
27,00:14:27.410000,Vivian Cheruiyot,KEN,1983-11-09,1,Saint-Denis,2010-07-16,Women,5000 m
28,00:14:28.090000,Jiang Bo,CHN,1977-03-13,1,Shanghai,1997-10-23,Women,5000 m
29,00:14:28.390000,Sentayehu Ejigu,ETH,1985-06-21,2,Saint-Denis,2010-07-16,Women,5000 m
30,00:14:28.880000,Genzebe Dibaba,ETH,1991-08-02,1,Monaco,2014-07-18,Women,5000 m
31,00:14:28.980000,Meseret Defar,ETH,1983-11-19,1,Bruxelles,2005-08-26,Women,5000 m
32,00:14:29.110000,Paula Radcliffe,GBR,1973-12-17,1,Bydgoszcz,2004-06-20,Women,5000 m
33,00:14:29.190000,Almaz Ayana,ETH,1991-11-21,2,Monaco,2014-07-18,Women,5000 m
34,00:14:29.320000,Olga Yegorova,RUS,1972-03-28,1,Berlin,2001-08-31,Women,5000 m
34,00:14:29.320000,Berhane Adere,ETH,1973-07-21,1,Oslo,2003-06-27,Women,5000 m
36,00:14:29.500000,Viola Kibiwott,KEN,1983-12-22,2,Rabat,2016-05-22,Women,5000 m
37,00:14:29.520000,Meseret Defar,ETH,1983-11-19,1,Saint-Denis,2011-08-07,Women,5000 m
38,00:14:29.770000,Helen Obiri,KEN,1989-12-13,2,Rio de Janeiro,2016-08-19,Women,5000 m
39,00:14:29.820000,Dong Yanmei,CHN,1977-02-16,2,Shanghai,1997-10-23,Women,5000 m
39,00:14:29.820000,Senbere Teferi,ETH,1995-03-05,3,Bruxelles,2016-09-09,Women,5000 m
41,00:14:30.100000,Vivian Cheruiyot,KEN,1983-11-09,1,Zürich,2011-08-09,Women,5000 m
42,00:14:30.180000,Meseret Defar,ETH,1983-11-19,1,Ostrava,2007-06-27,Women,5000 m
43,00:14:30.400000,Tirunesh Dibaba,ETH,1985-01-06,1,Oslo,2006-02-06,Women,5000 m
44,00:14:30.420000,Sally Kipyego,KEN,1985-12-19,2,Zürich,2011-08-09,Women,5000 m
45,00:14:30.630000,Tirunesh Dibaba,ETH,1985-01-06,1,Bruxelles,2006-08-25,Women,5000 m
46,00:14:30.880000,Getenesh Wami,ETH,1974-11-12,1,Heusden-Zolder,2000-05-08,Women,5000 m
46,00:14:30.880000,Tirunesh Dibaba,ETH,1985-01-06,2,Bergen,2004-11-06,Women,5000 m
48,00:14:30.960000,Sentayehu Ejigu,ETH,1985-06-21,1,Shanghai,2010-05-23,Women,5000 m
49,00:14:31.090000,Berhane Adere,ETH,1973-07-21,2,Bruxelles,2005-08-26,Women,5000 m
50,00:14:31.140000,Linet Masai,KEN,1989-05-12,2,Shanghai,2010-05-23,Women,5000 m
51,00:14:31.200000,Gelete Burka,ETH,1986-02-15,2,Ostrava,2007-06-27,Women,5000 m
52,00:14:31.270000,Dong Yanmei,CHN,1977-02-16,1,Shanghai,1997-10-21,Women,5000 m
53,00:14:31.300000,Jiang Bo,CHN,1977-03-13,2,Shanghai,1997-10-21,Women,5000 m
54,00:14:31.420000,Paula Radcliffe,GBR,1973-12-17,1,Manchester,2002-07-28,Women,5000 m
55,00:14:31.480000,Gabriela Szabo,ROU,1975-11-14,1,Berlin,1998-01-09,Women,5000 m
56,00:14:31.520000,Elvan Abeylegesse,TUR,1982-11-09,3,Saint-Denis,2010-07-16,Women,5000 m
57,00:14:31.660000,Sentayehu Ejigu,ETH,1985-06-21,2,Saint-Denis,2011-08-07,Women,5000 m
58,00:14:31.690000,Getenesh Wami,ETH,1974-11-12,2,Berlin,2001-08-31,Women,5000 m
59,00:14:31.760000,Senbere Teferi,ETH,1995-03-05,2,Shanghai,2017-05-13,Women,5000 m
60,00:14:31.910000,Meselech Melkamu,ETH,1985-04-19,3,Shanghai,2010-05-23,Women,5000 m
60,00:14:31.910000,Sylvia Kibet,KEN,1984-03-28,4,Shanghai,2010-05-23,Women,5000 m
62,00:14:31.920000,Vivian Cheruiyot,KEN,1983-11-09,1,Shanghai,2011-05-15,Women,5000 m
63,00:14:31.950000,Faith Kipyegon,KEN,1994-10-01,2,Eugene,2015-05-30,Women,5000 m
64,00:14:32.020000,Helen Obiri,KEN,1989-12-13,1,Eugene,2016-05-27,Women,5000 m
65,00:14:32.080000,Zahra Ouaziz,MAR,1969-12-20,2,Berlin,1998-01-09,Women,5000 m
66,00:14:32.330000,Liu Shixiang,CHN,1971-01-13,3,Shanghai,1997-10-21,Women,5000 m
67,00:14:32.420000,Tirunesh Dibaba,ETH,1985-01-06,1,New York City,2005-11-06,Women,5000 m
68,00:14:32.440000,Paula Radcliffe,GBR,1973-12-17,3,Berlin,2001-08-31,Women,5000 m
69,00:14:32.570000,Tirunesh Dibaba,ETH,1985-01-06,1,Roma,2005-08-07,Women,5000 m
70,00:14:32.730000,Meselech Melkamu,ETH,1985-04-19,4,Saint-Denis,2010-07-16,Women,5000 m
71,00:14:32.740000,Ejegayehu Dibaba,ETH,1982-03-21,3,Bergen,2004-11-06,Women,5000 m
72,00:14:32.790000,Berhane Adere,ETH,1973-07-21,2,Roma,2005-08-07,Women,5000 m
73,00:14:32.830000,Meseret Defar,ETH,1983-11-19,1,Zürich,2013-08-29,Women,5000 m
74,00:14:32.870000,Sentayehu Ejigu,ETH,1985-06-21,2,Shanghai,2011-05-15,Women,5000 m
75,00:14:32.900000,Meseret Defar,ETH,1983-11-19,3,Roma,2005-08-07,Women,5000 m
76,00:14:32.950000,Linet Masai,KEN,1989-05-12,3,Shanghai,2011-05-15,Women,5000 m
77,00:14:33.040000,Werknesh Kidane,ETH,1981-11-21,2,Oslo,2003-06-27,Women,5000 m
78,00:14:33.130000,Gulnara Galkina,RUS,1978-09-07,2,Kazan,2008-07-19,Women,5000 m
79,00:14:33.300000,Etenesh Diro,ETH,1991-10-05,4,Bruxelles,2016-09-09,Women,5000 m
80,00:14:33.480000,Viola Kibiwott,KEN,1983-12-22,2,Oslo,2013-06-13,Women,5000 m
81,00:14:33.490000,Lucy Kabuu,KEN,1984-03-24,2,Oslo,2008-06-06,Women,5000 m
82,00:14:33.520000,Ejegayehu Dibaba,ETH,1982-03-21,2,Oslo,2006-02-06,Women,5000 m
83,00:14:33.590000,Almaz Ayana,ETH,1991-11-21,3,Rio de Janeiro,2016-08-19,Women,5000 m
84,00:14:33.650000,Berhane Adere,ETH,1973-07-21,1,London,2002-08-23,Women,5000 m
84,00:14:33.650000,Tirunesh Dibaba,ETH,1985-01-06,1,London,2009-07-25,Women,5000 m
86,00:14:33.730000,Viola Kibiwott,KEN,1983-12-22,3,Monaco,2014-07-18,Women,5000 m
87,00:14:33.780000,Meseret Defar,ETH,1983-11-19,2,Bruxelles,2006-08-25,Women,5000 m
88,00:14:33.830000,Meselech Melkamu,ETH,1985-04-19,3,Ostrava,2007-06-27,Women,5000 m
89,00:14:33.840000,Edith Masai,KEN,1967-04-04,3,Oslo,2006-02-06,Women,5000 m
90,00:14:33.950000,Mercy Cherono,KEN,1991-07-05,2,Roma,2016-02-06,Women,5000 m
91,00:14:33.960000,Vivian Cheruiyot,KEN,1983-11-09,1,Eugene,2011-03-06,Women,5000 m
92,00:14:34.070000,Tirunesh Dibaba,ETH,1985-01-06,1,Eugene,2010-03-07,Women,5000 m
93,00:14:34.100000,Mercy Cherono,KEN,1991-07-05,3,Saint-Denis,2015-04-07,Women,5000 m
94,00:14:34.130000,Vivian Cheruiyot,KEN,1983-11-09,1,Bruxelles,2010-08-27,Women,5000 m
95,00:14:34.170000,Meselech Melkamu,ETH,1985-04-19,1,Ostrava,2009-06-17,Women,5000 m
96,00:14:34.220000,Viola Kibiwott,KEN,1983-12-22,4,Saint-Denis,2015-04-07,Women,5000 m
97,00:14:34.290000,Gabriela Szabo,ROU,1975-11-14,2,London,2002-08-23,Women,5000 m
98,00:14:34.360000,Linet Masai,KEN,1989-05-12,2,Ostrava,2009-06-17,Women,5000 m
99,00:14:34.390000,Viola Kibiwott,KEN,1983-12-22,3,Roma,2016-02-06,Women,5000 m
100,00:14:34.820000,Tirunesh Dibaba,ETH,1985-01-06,2,Zürich,2013-08-29,Women,5000 m
101,00:14:34.860000,Viola Kibiwott,KEN,1983-12-22,4,Shanghai,2011-05-15,Women,5000 m
102,00:14:34.990000,Genzebe Dibaba,ETH,1991-08-02,1,Roma,2014-05-06,Women,5000 m
103,00:14:35.070000,Linet Masai,KEN,1989-05-12,2,Bruxelles,2010-08-27,Women,5000 m
104,00:14:35.090000,Senbere Teferi,ETH,1995-03-05,3,Rabat,2016-05-22,Women,5000 m
105,00:14:35.110000,Linet Masai,KEN,1989-05-12,3,Zürich,2011-08-09,Women,5000 m
106,00:14:35.130000,Sentayehu Ejigu,ETH,1985-06-21,3,Bruxelles,2010-08-27,Women,5000 m
106,00:14:35.130000,Mercy Cherono,KEN,1991-07-05,3,Saint-Denis,2011-08-07,Women,5000 m
106,00:14:35.130000,Viola Kibiwott,KEN,1983-12-22,2,Eugene,2016-05-27,Women,5000 m
109,00:14:35.180000,Sentayehu Ejigu,ETH,1985-06-21,4,Bergen,2004-11-06,Women,5000 m
110,00:14:35.300000,Priscah Cherono,KEN,1980-06-27,4,Oslo,2006-02-06,Women,5000 m
111,00:14:35.370000,Meseret Defar,ETH,1983-11-19,1,Hengelo,2006-05-28,Women,5000 m
112,00:14:35.390000,Linet Masai,KEN,1989-05-12,1,New York City,2009-05-30,Women,5000 m
113,00:14:35.430000,Sylvia Kibet,KEN,1984-03-28,4,Zürich,2011-08-09,Women,5000 m
114,00:14:35.440000,Linet Masai,KEN,1989-05-12,2,Eugene,2011-03-06,Women,5000 m
115,00:14:35.620000,Vivian Cheruiyot,KEN,1983-11-09,1,Roma,2012-05-31,Women,5000 m
116,00:14:35.650000,Meseret Defar,ETH,1983-11-19,2,Roma,2012-05-31,Women,5000 m
117,00:14:35.670000,Tirunesh Dibaba,ETH,1985-01-06,1,New York City,2007-02-06,Women,5000 m
118,00:14:35.690000,Vivian Cheruiyot,KEN,1983-11-09,3,Eugene,2016-05-27,Women,5000 m
119,00:14:36.080000,Getenesh Wami,ETH,1974-11-12,3,Berlin,1998-01-09,Women,5000 m
120,00:14:36.380000,Meseret Defar,ETH,1983-11-19,1,Oslo,2009-03-07,Women,5000 m
121,00:14:36.410000,Tirunesh Dibaba,ETH,1985-01-06,1,London,2010-08-13,Women,5000 m
122,00:14:36.440000,Senbere Teferi,ETH,1995-03-05,5,Saint-Denis,2015-04-07,Women,5000 m
123,00:14:36.450000,Fernanda Ribeiro,POR,1969-06-23,1,Hechtel,1995-07-22,Women,5000 m
124,00:14:36.520000,Mariem Alaoui Selsouli,MAR,1984-08-04,1,Roma,2007-07-13,Women,5000 m
125,00:14:36.580000,Tirunesh Dibaba,ETH,1985-01-06,1,Roma,2008-11-07,Women,5000 m
126,00:14:36.780000,Ejegayehu Dibaba,ETH,1982-03-21,3,Oslo,2008-06-06,Women,5000 m
127,00:14:36.840000,Letesenbet Gidey,ETH,1998-03-20,3,Shanghai,2017-05-13,Women,5000 m
128,00:14:36.920000,Berhane Adere,ETH,1973-07-21,1,Milano,2004-02-06,Women,5000 m
129,00:14:37.010000,Vivian Cheruiyot,KEN,1983-11-09,2,Oslo,2009-03-07,Women,5000 m
129,00:14:37.010000,Mercy Cherono,KEN,1991-07-05,3,Eugene,2011-03-06,Women,5000 m
131,00:14:37.070000,Jessica Augusto,POR,1981-08-11,5,Saint-Denis,2010-07-16,Women,5000 m
132,00:14:37.080000,Mercy Cherono,KEN,1991-07-05,4,Eugene,2016-05-27,Women,5000 m
133,00:14:37.160000,Almaz Ayana,ETH,1991-11-21,2,Roma,2014-05-06,Women,5000 m
134,00:14:37.170000,Mercy Cherono,KEN,1991-07-05,5,Shanghai,2011-05-15,Women,5000 m
135,00:14:37.180000,Sally Kipyego,KEN,1985-12-19,4,Monaco,2014-07-18,Women,5000 m
136,00:14:37.190000,Senbere Teferi,ETH,1995-03-05,4,Roma,2016-02-06,Women,5000 m
137,00:14:37.200000,Edith Masai,KEN,1967-04-04,4,Roma,2005-08-07,Women,5000 m
138,00:14:37.320000,Meseret Defar,ETH,1983-11-19,1,Oslo,2011-09-06,Women,5000 m
139,00:14:37.330000,Ingrid Kristiansen,NOR,1956-03-21,1,Stockholm,1986-05-08,Women,5000 m
140,00:14:37.340000,Ejegayehu Dibaba,ETH,1982-03-21,3,Bruxelles,2005-08-26,Women,5000 m
141,00:14:37.440000,Meselech Melkamu,ETH,1985-04-19,5,Oslo,2006-02-06,Women,5000 m
142,00:14:37.500000,Meselech Melkamu,ETH,1985-04-19,3,Oslo,2009-03-07,Women,5000 m
142,00:14:37.500000,Sentayehu Ejigu,ETH,1985-06-21,2,Oslo,2011-09-06,Women,5000 m
144,00:14:37.510000,Etenesh Diro,ETH,1991-10-05,5,Roma,2016-02-06,Women,5000 m
145,00:14:37.560000,Genzebe Dibaba,ETH,1991-08-02,3,Oslo,2011-09-06,Women,5000 m
146,00:14:37.610000,Yasemin Can,TUR,1996-11-12,6,Roma,2016-02-06,Women,5000 m
147,00:14:37.680000,Genzebe Dibaba,ETH,1991-08-02,3,Oslo,2013-06-13,Women,5000 m
148,00:14:37.770000,Sylvia Kibet,KEN,1984-03-28,4,Oslo,2009-03-07,Women,5000 m
149,00:14:37.990000,Ejegayehu Dibaba,ETH,1982-03-21,1,Roma,2004-02-07,Women,5000 m
150,00:14:38.050000,Werknesh Kidane,ETH,1981-11-21,2,Roma,2004-02-07,Women,5000 m
151,00:14:38.070000,Ejegayehu Dibaba,ETH,1982-03-21,5,Roma,2005-08-07,Women,5000 m
152,00:14:38.090000,Mariya Konovalova,RUS,1974-08-14,3,Kazan,2008-07-19,Women,5000 m
153,00:14:38.140000,Liu Shixiang,CHN,1971-01-13,3,Shanghai,1997-10-23,Women,5000 m
154,00:14:38.170000,Vivian Cheruiyot,KEN,1983-11-09,2,London,2010-08-13,Women,5000 m
155,00:14:38.180000,Gelete Burka,ETH,1986-02-15,1,Hengelo,2007-05-26,Women,5000 m
156,00:14:38.210000,Isabella Ochichi,KEN,1979-10-28,4,Bruxelles,2005-08-26,Women,5000 m
157,00:14:38.260000,Vivian Cheruiyot,KEN,1983-11-09,3,Ostrava,2009-06-17,Women,5000 m
158,00:14:38.440000,Ayalew Wude,ETH,1987-04-07,5,Oslo,2009-03-07,Women,5000 m
159,00:14:38.470000,Lucy Kabuu,KEN,1984-03-24,1,Saint-Denis,2008-07-18,Women,5000 m
160,00:14:38.570000,Senbere Teferi,ETH,1995-03-05,2,Oslo,2015-11-06,Women,5000 m
161,00:14:38.590000,Tirunesh Dibaba,ETH,1985-01-06,1,Helsinki,2005-08-13,Women,5000 m
162,00:14:38.640000,Sally Kipyego,KEN,1985-12-19,4,Bruxelles,2010-08-27,Women,5000 m
163,00:14:38.700000,Janet Kisa,KEN,1992-05-03,4,Rabat,2016-05-22,Women,5000 m
164,00:14:38.730000,Meseret Defar,ETH,1983-11-19,1,Eugene,2008-08-06,Women,5000 m
165,00:14:38.780000,Meselech Melkamu,ETH,1985-04-19,2,Roma,2008-11-07,Women,5000 m
166,00:14:38.870000,Meseret Defar,ETH,1983-11-19,1,Hengelo,2010-05-30,Women,5000 m
167,00:14:38.920000,Shannon Rowbury,USA,1984-09-19,5,Bruxelles,2016-09-09,Women,5000 m
168,00:14:38.970000,Meselech Melkamu,ETH,1985-04-19,6,Roma,2005-08-07,Women,5000 m
169,00:14:39.110000,Meseret Defar,ETH,1983-11-19,1,Athínai,2006-09-17,Women,5000 m
170,00:14:39.190000,Ines Chenonge,KEN,1982-01-02,6,Saint-Denis,2010-07-16,Women,5000 m
171,00:14:39.220000,Tatyana Tomashova,RUS,1975-01-07,4,Berlin,2001-08-31,Women,5000 m
172,00:14:39.240000,Sentayehu Ejigu,ETH,1985-06-21,3,London,2010-08-13,Women,5000 m
173,00:14:39.440000,Meselech Melkamu,ETH,1985-04-19,4,Oslo,2011-09-06,Women,5000 m
174,00:14:39.490000,Betsy Saina,KEN,1988-06-30,5,Monaco,2014-07-18,Women,5000 m
175,00:14:39.530000,Viola Kibiwott,KEN,1983-12-22,3,Roma,2012-05-31,Women,5000 m
176,00:14:39.540000,Meseret Defar,ETH,1983-11-19,2,Helsinki,2005-08-13,Women,5000 m
177,00:14:39.560000,Alice Nawowuna,KEN,1994-11-03,6,Bruxelles,2016-09-09,Women,5000 m
178,00:14:39.610000,Elvan Abeylegesse,TUR,1982-11-09,5,Bruxelles,2010-08-27,Women,5000 m
179,00:14:39.710000,Sally Kipyego,KEN,1985-12-19,4,Eugene,2011-03-06,Women,5000 m
180,00:14:39.800000,Sylvia Kibet,KEN,1984-03-28,6,Bruxelles,2010-08-27,Women,5000 m
181,00:14:39.830000,Leah Malot,KEN,1972-07-06,1,Berlin,2000-01-09,Women,5000 m
182,00:14:39.940000,Tirunesh Dibaba,ETH,1985-01-06,3,Oslo,2003-06-27,Women,5000 m
183,00:14:39.960000,Yin Lili,CHN,1979-11-11,4,Shanghai,1997-10-23,Women,5000 m
183,00:14:39.960000,Joanne Pavey,GBR,1973-09-20,3,Bruxelles,2006-08-25,Women,5000 m
185,00:14:40,Sentayehu Ejigu,ETH,1985-06-21,2,London,2009-07-25,Women,5000 m
186,00:14:40.050000,Viola Kibiwott,KEN,1983-12-22,3,Roma,2014-05-06,Women,5000 m
187,00:14:40.140000,Florence Kiplagat,KEN,1987-02-27,6,Oslo,2009-03-07,Women,5000 m
188,00:14:40.190000,Zahra Ouaziz,MAR,1969-12-20,1,Stockholm,1998-05-08,Women,5000 m
189,00:14:40.320000,Viola Kibiwott,KEN,1983-12-22,2,Shanghai,2015-05-17,Women,5000 m
190,00:14:40.330000,Mercy Cherono,KEN,1991-07-05,3,Zürich,2013-08-29,Women,5000 m
191,00:14:40.340000,Meseret Defar,ETH,1983-11-19,1,Roma,2003-11-07,Women,5000 m
192,00:14:40.410000,Sun Yingjie,CHN,1977-03-10,1,Busan,2002-12-10,Women,5000 m
193,00:14:40.430000,Viola Kibiwott,KEN,1983-12-22,3,Oslo,2015-11-06,Women,5000 m
194,00:14:40.470000,Yelena Zadorozhnaya,RUS,1977-03-12,1,Bremen,2001-06-24,Women,5000 m
195,00:14:40.480000,Margaret Muriuki,KEN,1986-03-21,4,Oslo,2013-06-13,Women,5000 m
196,00:14:40.500000,Gelete Burka,ETH,1986-02-15,6,Saint-Denis,2015-04-07,Women,5000 m
197,00:14:40.590000,Gabriela Szabo,ROU,1975-11-14,1,Berlin,1999-07-09,Women,5000 m
198,00:14:40.610000,Gabriela Szabo,ROU,1975-11-14,2,Berlin,2000-01-09,Women,5000 m
199,00:14:40.710000,Joanne Pavey,GBR,1973-09-20,7,Roma,2005-08-07,Women,5000 m
200,00:14:40.740000,Florence Kiplagat,KEN,1987-02-27,2,Hengelo,2007-05-26,Women,5000 m
201,00:14:40.790000,Gabriela Szabo,ROU,1975-11-14,1,Sydney,2000-09-25,Women,5000 m
202,00:14:40.860000,Priscah Cherono,KEN,1980-06-27,6,Shanghai,2011-05-15,Women,5000 m
203,00:14:40.920000,Gelete Burka,ETH,1986-02-15,6,Oslo,2006-02-06,Women,5000 m
204,00:14:40.930000,Tirunesh Dibaba,ETH,1985-01-06,2,New York City,2009-05-30,Women,5000 m
205,00:14:41.020000,Sonia O'Sullivan,IRL,1969-11-28,2,Sydney,2000-09-25,Women,5000 m
206,00:14:41.070000,Fernanda Ribeiro,POR,1969-06-23,1,Oslo,1996-05-07,Women,5000 m
207,00:14:41.120000,Gabriela Szabo,ROU,1975-11-14,2,Oslo,1996-05-07,Women,5000 m
208,00:14:41.230000,Ayelech Worku,ETH,1979-12-06,1,London,2000-05-08,Women,5000 m
209,00:14:41.280000,Pauline Korikwiang,KEN,1988-01-03,7,Shanghai,2011-05-15,Women,5000 m
210,00:14:41.340000,Zahra Ouaziz,MAR,1969-12-20,2,Berlin,1999-07-09,Women,5000 m
211,00:14:41.350000,Gabriela Szabo,ROU,1975-11-14,2,Roma,2003-11-07,Women,5000 m
212,00:14:41.400000,Sonia O'Sullivan,IRL,1969-11-28,1,Berlin,1995-01-09,Women,5000 m
213,00:14:41.430000,Berhane Adere,ETH,1973-07-21,1,Berlin,2002-06-09,Women,5000 m
213,00:14:41.430000,Gelete Burka,ETH,1986-02-15,4,Roma,2012-05-31,Women,5000 m
215,00:14:41.470000,Yin Lili,CHN,1979-11-11,1,Shanghai,1997-10-21,Women,5000 m
216,00:14:41.550000,Gelete Burka,ETH,1986-02-15,4,Oslo,2015-11-06,Women,5000 m
217,00:14:41.580000,Ababel Yeshaneh,ETH,1990-10-06,5,Rabat,2016-05-22,Women,5000 m
218,00:14:41.620000,Ines Chenonge,KEN,1982-01-02,7,Oslo,2009-03-07,Women,5000 m
219,00:14:41.670000,Ejegayehu Dibaba,ETH,1982-03-21,3,Roma,2003-11-07,Women,5000 m
220,00:14:41.730000,Tirunesh Dibaba,ETH,1985-01-06,1,Kortrijk,2016-09-07,Women,5000 m
221,00:14:41.820000,Gabriela Szabo,ROU,1975-11-14,1,Sevilla,1999-08-27,Women,5000 m
222,00:14:41.940000,Sally Kipyego,KEN,1985-12-19,4,London,2010-08-13,Women,5000 m
223,00:14:41.970000,Tirunesh Dibaba,ETH,1985-01-06,4,Roma,2003-11-07,Women,5000 m
224,00:14:41.980000,Senbere Teferi,ETH,1995-03-05,3,Shanghai,2015-05-17,Women,5000 m
225,00:14:42,Priscah Cherono,KEN,1980-06-27,3,Hengelo,2007-05-26,Women,5000 m
226,00:14:42.010000,Tirunesh Dibaba,ETH,1985-01-06,1,Eugene,2013-01-06,Women,5000 m
227,00:14:42.030000,Zahra Ouaziz,MAR,1969-12-20,1,London,1999-07-08,Women,5000 m
227,00:14:42.030000,Irina Mikitenko,GER,1972-08-23,3,Berlin,1999-07-09,Women,5000 m
229,00:14:42.060000,Ejegayehu Dibaba,ETH,1982-03-21,8,Oslo,2009-03-07,Women,5000 m
230,00:14:42.070000,Gelete Burka,ETH,1986-02-15,3,Saint-Denis,2013-06-07,Women,5000 m
231,00:14:42.110000,Zahra Ouaziz,MAR,1969-12-20,1,Saint-Denis,1998-04-06,Women,5000 m
232,00:14:42.230000,Getenesh Wami,ETH,1974-11-12,3,Sydney,2000-09-25,Women,5000 m
233,00:14:42.370000,Linet Masai,KEN,1989-05-12,5,London,2010-08-13,Women,5000 m
234,00:14:42.430000,Gabriela Szabo,ROU,1975-11-14,1,Oslo,1997-04-07,Women,5000 m
234,00:14:42.430000,Mercy Cherono,KEN,1991-07-05,5,Oslo,2013-06-13,Women,5000 m
236,00:14:42.460000,Meseret Defar,ETH,1983-11-19,1,Stockholm,2010-06-08,Women,5000 m
237,00:14:42.470000,Ejegayehu Dibaba,ETH,1982-03-21,3,Helsinki,2005-08-13,Women,5000 m
238,00:14:42.510000,Mercy Cherono,KEN,1991-07-05,2,Eugene,2013-01-06,Women,5000 m
239,00:14:42.530000,Zhor El Kamch,MAR,1973-03-15,5,Roma,2003-11-07,Women,5000 m
240,00:14:42.570000,Beleynesh Oljira,ETH,1990-06-26,5,Eugene,2016-05-27,Women,5000 m
241,00:14:42.610000,Janet Kisa,KEN,1992-05-03,7,Roma,2016-02-06,Women,5000 m
242,00:14:42.640000,Edith Masai,KEN,1967-04-04,1,Bruxelles,2004-03-09,Women,5000 m
242,00:14:42.640000,Molly Huddle,USA,1984-08-31,6,Monaco,2014-07-18,Women,5000 m
244,00:14:42.670000,Ayelech Worku,ETH,1979-12-06,4,Sydney,2000-09-25,Women,5000 m
245,00:14:42.840000,Dera Dida,ETH,1996-10-26,8,Roma,2016-02-06,Women,5000 m
246,00:14:42.890000,Berhane Adere,ETH,1973-07-21,6,Roma,2003-11-07,Women,5000 m
246,00:14:42.890000,Mercy Cherono,KEN,1991-07-05,4,Rio de Janeiro,2016-08-19,Women,5000 m
248,00:14:42.910000,Olga Yegorova,RUS,1972-03-28,1,Stockholm,2000-01-08,Women,5000 m
249,00:14:43.110000,Sally Kipyego,KEN,1985-12-19,1,Palo Alto,2012-04-29,Women,5000 m
249,00:14:43.110000,Mercy Cherono,KEN,1991-07-05,4,Roma,2014-05-06,Women,5000 m
251,00:14:43.140000,Ines Chenonge,KEN,1982-01-02,7,Bruxelles,2010-08-27,Women,5000 m
252,00:14:43.150000,Zahra Ouaziz,MAR,1969-12-20,2,Sevilla,1999-08-27,Women,5000 m
253,00:14:43.280000,Alemitu Haroye,ETH,1995-09-05,4,Shanghai,2015-05-17,Women,5000 m
254,00:14:43.290000,Emebet Anteneh,ETH,1992-01-13,5,Oslo,2011-09-06,Women,5000 m
255,00:14:43.300000,Priscah Cherono,KEN,1980-06-27,6,Oslo,2011-09-06,Women,5000 m
256,00:14:43.420000,Irene Cheptai,KEN,1992-04-02,6,Eugene,2016-05-27,Women,5000 m
257,00:14:43.460000,Meseret Defar,ETH,1983-11-19,4,Oslo,2003-06-27,Women,5000 m
258,00:14:43.470000,Meselech Melkamu,ETH,1985-04-19,4,Helsinki,2005-08-13,Women,5000 m
259,00:14:43.530000,Werknesh Kidane,ETH,1981-11-21,2,Berlin,2002-06-09,Women,5000 m
260,00:14:43.540000,Paula Radcliffe,GBR,1973-12-17,2,London,1999-07-08,Women,5000 m
261,00:14:43.580000,Alemitu Haroye,ETH,1995-09-05,6,Rabat,2016-05-22,Women,5000 m
262,00:14:43.590000,Irina Mikitenko,GER,1972-08-23,5,Sydney,2000-09-25,Women,5000 m
