Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Oatis,Stout - Oatmeal,Ninkasi Brewing Company,Ninkasi Brewing Company Oatis,"Notes:Ninkasi website:""7.5% alc/vol. 45 ibus. Always available on draft.""Recent bottles spotted with ""7.2% alc/vol."" listed\t",7,20,40,12,96,10,67,61,10,0,18,38,15,142,3.880282,3.975352,3.757042,3.947183,3.957746,142
Earl Coffee Oatmeal Stout,Stout - Oatmeal,Hill Farmstead Brewery,Hill Farmstead Brewery Earl Oatmeal Coffee Stout,"Notes:Earl (1911-1985) was our grandfather’s brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings. In his honor, this Stout is crafted from American malted barley, Flaked Oats, English roasted malts, American hops, Organic Guatemalan Coffee, our ale yeast, and water from our well. It is unfiltered and naturally carbonated. A silhouette of coffee and malt - an embodiment of complexity and drinkability, this is the ale that I dream to have shared with Earl. Pale, Caramel, and Chocolate Malt, Roasted Barley, Columbus hops; Ale Yeast, and our Well Water.\t",7.2,20,40,15,145,18,150,85,14,0,17,86,20,216,4.145161,4.258065,4.064516,4.193548,4.16129,31
Vanilla Oatis,Stout - Oatmeal,Ninkasi Brewing Company,Ninkasi Brewing Company Vanilla Oatis,"Notes:A delicious oatmeal stout with just enough hops to balance the copious quantities of dark roasted malts, oatmeal for a creamy smooth drinkability, and whole vanilla beans for a rich complexity. To achieve this higher level of decadence, we added in whole vanilla beans to the final stage of fermentation - the same process we use to dry hop a beer.\t",7,20,40,12,90,22,55,53,2,0,0,30,51,129,4.0625,4.125,3.9375,4.0625,4.125,8
Beer Geek Bacon,Stout - Oatmeal,Mikkeller ApS,Mikkeller ApS Beer Geek Bacon,Notes:A smoked version of the Beer Geek Breakfast.Brewed at Nøgne Ø.\t,7.5,20,40,13,57,15,84,32,11,3,10,25,102,111,3.990741,4.270833,3.893519,3.858796,3.814815,216
Oatmeal Stout,Stout - Oatmeal,Goose Island Beer Co.,Goose Island Beer Co. Oatmeal Stout,Notes:,5.4,20,40,13,108,7,67,68,2,1,8,19,6,132,3.814433,3.847423,3.684536,3.845361,3.906186,485
Buffalo Bill's Blueberry Oatmeal Stout,Stout - Oatmeal,Buffalo Bill's Brewery,Buffalo Bill's Brewery Buffalo Bill's Blueberry Oatmeal Stout,"Notes:Oatmeal stout brewed with blueberries with natural flavor added.At 7.5% alcohol, this award-winning brew is a true winter warmer. Blueberry Oatmeal Stout has hints of chocolate, oatmeal and fresh blueberries. A wonderful pairing of flavors! Great for the holidays and for those who enjoy discovering new beers.\t",7.5,20,40,8,67,19,59,122,17,2,87,52,6,128,3.561111,3.602778,3.377778,3.308333,3.322222,180
Obovoid,Stout - Oatmeal,Boulder Beer / Wilderness Pub,Boulder Beer / Wilderness Pub Bourbon Barrel Obovoid,Notes:Oak-aged\t,8,20,40,7,97,21,41,84,14,0,18,24,23,119,4.333333,4.166667,4,4.5,4.333333,3
Convict Hill Oatmeal Stout,Stout - Oatmeal,Independence Brewing Co.,Independence Brewing Co. Convict Hill Oatmeal Stout,Notes:,8,20,40,4,71,10,42,36,4,0,8,24,4,93,3.872449,3.964286,3.892857,3.918367,3.903061,98
Ohio City Oatmeal Stout,Stout - Oatmeal,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Ohio City Oatmeal Stout,Notes:,5.4,20,40,14,82,2,40,40,3,0,3,24,3,134,3.916667,4.125,3.895833,3.875,4.020833,24
Coffee Oatmeal Stout,Stout - Oatmeal,Good People Brewing Company,Good People Brewing Company Coffee Oatmeal Stout,"Notes:Big coffee flavors dominate early only to be wiped out by an enormous about of Willamette hop flavors. One of GPBC’s most requested beers. Complex and full of flavor yet amazingly sessionable. Brewed with coffee from Octane Coffee Roasters here in Birmingham, AL.54 IBU\t",6,20,40,15,83,4,129,43,11,0,10,50,4,151,4.25641,4.166667,4.115385,4.294872,4.269231,39
Stout,Stout - Oatmeal,Alaskan Brewing Co.,Alaskan Brewing Co. Alaskan Stout,"Notes:The unique blend of the oats and malts in Alaskan Stout produce a balanced, smooth beer with hints of coffee and caramel.\t",5.7,20,40,8,100,11,63,81,12,1,16,33,11,159,3.691429,3.745714,3.68,3.731429,3.902857,175
Oatmeal Stout,Stout - Oatmeal,Summit Brewing Company,Summit Brewing Company Summit Oatmeal Stout,Notes:,4.7,20,40,8,93,1,44,29,0,0,0,24,6,100,3.828947,4.342105,4.203947,4.065789,4.230263,76
Overcast Espresso Stout,Stout - Oatmeal,Oakshire Brewing,Oakshire Brewing Overcast Espresso Stout,"Notes:Overcast skies inspired a dark and smooth oatmeal stout blended with cold brewed coffee, offering a full palate of roasted malts, chocolate and espresso.\t",5.8,20,40,15,99,10,74,41,5,0,5,13,9,156,4,3.984375,3.734375,3.867188,3.84375,64
Dark Star,Stout - Oatmeal,Fremont Brewing Company,Fremont Brewing Company Dark Star Oatmeal Stout,"Notes:Dark Star is inspired by the wandering tribes scattered through the terrible journey of time and space and adrift in the dark matter between the spaces of then and now. Dark Star is a dark, mysterious yet silky oatmeal stout of grand proportions balanced by a firm hop handshake … go ahead, enjoy the journey … Because Beer Journeys Matter!Down & Dirty: 2-Row Pale, Roast Barley, C-60, Carafa 2, and Chocolate malts with Flaked Oats and Magnum and Willamette hops.IBU: 50Color: BlackAroma: Dark chocolate, caramel, coffeeFlavor: Espresso, cocoa, roastyAvailability: January 1 – February 29\t",8,20,40,16,105,6,90,78,6,1,9,44,11,150,3.5,3.5,3.75,4,3.75,2
Down 'N Dirty Chocolate Oatmeal Stout,Stout - Oatmeal,Tyranena Brewing Company,Tyranena Brewing Company Down 'N Dirty Chocolate Oatmeal Stout,Notes:Oatmeal Stout brewed with cocoa nibs. Available: February-March.\t,6.3,20,40,20,175,22,104,113,12,2,6,67,21,239,3.903846,3.995192,3.961538,3.990385,4.038462,104
Old Rasputin,Stout - Russian Imperial,North Coast Brewing Co.,North Coast Brewing Co. Old Rasputin XI,"Notes:Produced in the tradition of 18th Century English brewers who supplied the court of Russia’s Catherine the Great, Old Rasputin seems to develop a cult following wherever it goes. It’s a rich, intense brew with big complex flavors and a warming finish.\t",9,50,90,11,87,18,68,49,9,0,17,23,11,102,4.29845,4.395349,4.193798,4.352713,4.155039,129
Parabola,Stout - Russian Imperial,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Parabola,"Notes:This Russian imperial oatmeal stout is aged for a full year in a blend of bourbon barrels from Elijah Craig, Four Roses, Pappy Van Winkle, Woodford Reserve, and Buﬀalo Trace.\t",13,50,90,7,74,66,33,62,6,0,18,11,20,105,4.389076,4.288235,4.395798,4.545378,4.421849,595
Black Chocolate Stout,Stout - Russian Imperial,Brooklyn Brewery,Brooklyn Brewery Brooklyn Black Chocolate Stout,"Notes:This is the famous Brooklyn Black Chocolate Stout. In the 18th century, Catherine the Great, Empress of Russia, ordered a stout to be sent to her from England. This beer was brewed strong and hoppy to survive the sea voyage, and it arrived in perfect condition. Soon ""Russian Imperial Stout"" became the toast of the Russian aristocracy. Brewed since 1994, our Black Chocolate Stout has itself become a modern classic, heralded the world over. It achieves its dark chocolate aroma and flavor through the artful blending of six malts and three distinct mashes. Properly kept, it will improve in the bottle for many years. This stout is the toast of the winter season in many countries, and there is nothing better to enjoy with chocolate desserts, cheesecake, ice cream, fine cheeses and roaring fireplaces.Given this beer’s higher ABV and sturdy character, we think it’s a prime candidate for cellaring. Find a cool, dry spot away from light sources, and see how it changes in the years to come. You never quite know what will happen when you age a beer: perhaps the body will smooth out, notes of vanilla, oak, and tannins will come to the front, or hints of leather and soy sauce will make themselves known. No matter what, remember that beer is meant for drinking, so don’t keep it to yourself for too long.\t",10,50,90,12,107,34,45,82,7,0,6,30,10,111,4.110544,4.293829,4.165304,4.220883,4.032284,2447
Narwhal Imperial Stout,Stout - Russian Imperial,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Sierra Nevada Imperial Stout,"Notes:A malt-forward monster, highlighting the depths of malt flavor.Narwhal Imperial Stout is inspired by the mysterious creature that thrives in the deepest fathoms of the frigid Arctic Ocean. Featuring incredible depth of malt flavor, rich with notes of espresso, baker’s cocoa, roasted grain and a light hint of smoke, Narwhal is a massive malt-forward monster. Aggressive but refined with a velvety smooth body and decadent finish, Narwhal will age in the bottle for years to come.\t",10.2,50,90,3,69,18,73,57,16,0,25,25,15,118,3.875,4.375,3.875,4.125,3,4
Dark Lord Imperial Stout,Stout - Russian Imperial,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Dark Lord Imperial Stout,"Notes:A demonic Russian-Style Imperial Stout brewed with coffee, Mexican vanilla, and Indian sugar, this beer defies description. Available one day a year, in April at the brewery: Dark Lord Day.Vintage guide:Red wax = 2004Orange wax = 2005Gold wax = 2006Silver wax = 2007Black wax = 2008White wax = 2009Green wax = 2010 - 15% ABVYellow wax = 2011 - 15% ABVRed wax = 2012 - 15% ABVOrange wax = 2013 - New Label 15% ABVBlue wax = 2014 - 15% ABVMaroon wax = 2015 15% ABVBlack with glitter flecks wax = 2016Green with silver glitter = 2017 - New LabelSilver wax = 2018Magenta with glitter = 2019\t",15,50,90,5,85,24,48,102,16,0,26,5,27,110,4.374876,4.407517,4.473294,4.410979,4.14639,1011
Darkness,Stout - Russian Imperial,Surly Brewing Company,Surly Brewing Company Darkness,"Notes:This listing is ONLY for Darkness that is NOT barrel-aged, which excludes all of the 2014 bottles, all of which were aged in whiskey barrels. 2014 has a separate entry (http://www.beeradvocate.com/beer/profile/13014/141724/). Any subsequent years that have barrel aged variants, indicated by gold wax and lettering, also have their own separate entries.This massive Russian Imperial Stout brings waves of flavors; chocolate, cherries, raisins, coffee, and toffee. We add a touch of hops to make this delicious brew even tastier.85 IBUMALT: 2-Row, Golden Promise, Aromatic, Chocolate, Black, Special B, Roasted Barley, Oats, Brewers Crystals, DME 50/60.HOPS: Warrior, Amarillo, Simcoe.Labels:2007 - Grim Reaper2008 - Devil2009 - Mummy2010 - Vampire2011 - Zombie2012 - Werewolf2013 - Brewcifer2014 - Harpy2015 - Bat2016 - Cerberus2017 - Forest Witch2018 - Minotaur2019 - Tree Monster\t",12,50,90,13,122,30,107,118,31,0,80,74,30,163,4.312693,4.543344,4.47291,4.426471,4.299536,646
Plead The 5th Imperial Stout,Stout - Russian Imperial,Dark Horse Brewing Company,Dark Horse Brewing Company Plead The 5th Imperial Stout,"Notes:2010 and pre: white label2011: white label OR black label with black no logo cap2012: black label with logo cap2013: black label with logo cap, ABV of 11% in the top right corner and new government warning2014 - white label with black logo cap, ABV of 11% in the top right corner, government warning on bottom right side of label\t",11,50,90,2,75,28,54,71,10,0,19,18,8,112,4.150888,4.119329,4.171598,4.217949,4.113412,507
Imperial StoutSamuel Smith Old Brewery (Tadcaster),Stout - Russian Imperial,Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Imperial Stout,Notes:,7,50,90,11,92,25,54,112,30,2,61,31,15,119,4.119688,4.299688,4.135313,4.228438,4.166875,1600
Blackout Stout,Stout - Russian Imperial,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Blackout Stout,"Notes:Turn off the lights and turn on the flavor, because Blackout Stout is back and as dark as ever. Inspired by the infamous 2003 blackout that briefly left some 55 million people without power, the bold flavors of our Imperial Stout will light up even the darkest nights. Black malt and roasted barley cast notes of chocolate, dark fruit, and coffee, while earthy hops put the lights out on this shadowy brew with a pleasantly bitter finish.\t",9.9,50,90,6,82,20,63,54,12,0,12,36,4,89,4.143678,4.144201,4.14629,4.288401,4.176071,957
Bourbon Barrel Aged Plead The 5th,Stout - Russian Imperial,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Bourbon Barrel Aged Plead The 5th,"Notes:This beer is a big and full bodied Imperial Stout aged in bourbon barrels with lots of roasted malts, but very balanced with heavy hops. Brewed with a top secret root, this beer has an amazingly complex flavor that you must wait for.\t",12,50,90,7,88,49,45,70,11,0,17,19,32,117,4.505682,4.295455,4.443182,4.5,4.482955,88
Marshal Zhukov's Imperial Stout,Stout - Russian Imperial,Cigar City Brewing,Cigar City Brewing Marshal Zhukov's Imperial Stout,"Notes:This Russian Imperial Stout is dedicated to Georgy Zhukov, arguably one of the finest generals of World War II. Opaque black in color, with notes of espresso, chocolate, dark toffee and hints of backstrap molasses. The English hop varietals provide a subtle herbal dryness, and finishes with a hearty slap of roasty espresso. Pair Marshal Zhukov’s with Mushroom Solyanka, dark chocolate, cherries and ground wars in Russia.We brew and release Zhukov's in the summer knowing that a beer of this heft reaches its full potential a few months after release. So save a bottle for the cold winter!80 IBU\t",11.8,50,90,9,137,23,105,115,15,0,41,55,19,168,4.131329,4.325949,4.219937,4.218354,4.047468,316
B.O.R.I.S. The Crusher,Stout - Russian Imperial,Hoppin' Frog Brewery,Hoppin' Frog Brewery B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,"Notes:This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance.\t",9.4,50,90,6,134,30,68,114,22,1,36,27,15,155,4.163669,4.151679,4.290767,4.31295,4.173861,834
Black OPS,Stout - Russian Imperial,Brooklyn Brewery,Brooklyn Brewery Brooklyn Black OPS,"Notes:Brooklyn Black Ops (2008 commercially available version) was aged for four months in bourbon barrels, bottled flat, and re-fermented in the bottle with Champagne yeast. 940 cases produced.10.7%-200811.6%-200911.3%-201010.7%-201110.5%-201211.5%-201311.6%-2014\t",11.6,50,90,5,85,80,29,67,15,0,30,16,24,120,4.186528,4.378238,4.020725,4.137306,4.006908,579
Imperial Stout,Stout - Russian Imperial,Lagunitas Brewing Company,Lagunitas Brewing Company Black Rain Imperial Stout,"Notes:Having downed his fourth Imperial Stout of the day, the wild eyed charlatan from Voldvrostronglaky belched and hollered for the Czarina to enter his chamber and bend herself to his will. The economy was a wreck and revolt was just around the corner. Nicky the Czar dude was off playing soldier like any pale nobleman with a hemorrhagic skin condition would. Such were the final days of the old empire. Reactionary, decadent, sputnik, stroganoff, weird, and drunk. But even as the proletariat countryside labored under inhuman conditions and the threat of being sent to a futile war in the east, they wisely took the time to slam back an Imperial Stout or two. After all, life can be a real 'suka' as they said in the old country. Big, black, bourgeois, Bolshoi, belligerent, buxom, and scary. This is our version of the end of an era in a bottle.2010 8.2% abv\t",9.9,50,90,4,80,14,70,56,8,0,14,34,25,94,3.638889,3.5,3.666667,3.694444,3.638889,18
Siberian Night Imperial Stout,Stout - Russian Imperial,Thirsty Dog Brewing Company,Thirsty Dog Brewing Company Siberian Night Imperial Stout,Notes:,9.7,50,90,10,106,23,77,77,6,0,13,47,16,119,4.119595,4.180405,4.132432,4.22973,4.164189,740
Blackout Stout - Barrel-Aged,Stout - Russian Imperial,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Barrel-Aged Blackout Stout,Notes:,9.5,50,90,4,72,44,17,51,11,0,8,3,18,78,4.367041,4.125468,4.220974,4.455056,4.284644,267
Black Albert,Stout - Russian Imperial,De Struise Brouwers,De Struise Brouwers Black Albert,"Notes:Originally brewed exclusively for Ebenezer's Pub in Lovell, ME.\t",13,50,90,10,116,38,73,102,27,1,63,39,19,123,4.141575,4.376381,4.236188,4.281768,4.180249,724
Blaecorn Unidragon,Stout - Russian Imperial,Clown Shoes,Clown Shoes Blaecorn Unidragon,"Notes:Brewed with a monstrous amount of malt and combined with aggressive American hops, this beer is powerful and complex and designed to age. Smokiness is subtle but present and blends nicely with the rich, dark flavors.\t",11.5,50,90,5,87,19,96,49,5,0,10,64,29,112,3.945055,4.208791,4.065934,4.082418,4.049451,91
Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Stout - Russian Imperial,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Imperial Stout,"Notes:Imperial in stature and bigger than your average stout. This colossal stout was inspired by those created by 18th century English brewers for the Russian Imperial Court of Catherine II. The special malts in this intense and massive brew delivers rich flavors of dark chocolate, coffee, and anise.\t",9.2,50,90,11,101,35,67,82,21,0,28,22,20,139,3.815278,4.164583,3.84375,3.827083,3.720833,720
Peg Leg Imperial Stout,Stout - Russian Imperial,Heavy Seas Beer,Heavy Seas Beer Heavy Seas - Peg Leg (Imperial Stout),"Notes:Deep mahogany in color with aromas of roasted coffee, molasses and dark chocolate. Subtly hopped, making it astonishingly smooth and easy drinking for such a big beer.\t",8,50,90,12,75,11,69,54,6,0,10,42,6,99,3.53754,3.719649,3.507987,3.609425,3.663738,626
Sexual Chocolate,Stout - Russian Imperial,Foothills Brewing Company,Foothills Brewing Company Sexual Chocolate,Notes:,9.75,50,90,6,113,16,79,89,18,2,30,30,14,141,4.080332,4.260388,4.096953,4.149584,4.109418,361
D.O.R.I.S. The Destroyer,Stout - Russian Imperial,Hoppin' Frog Brewery,Hoppin' Frog Brewery D.O.R.I.S. The Destroyer Double Imperial Stout,Notes:,10.5,50,90,8,101,39,58,80,16,0,32,23,20,113,4.117647,4.245798,4.262605,4.191176,4.092437,238
