Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Wallpaper,Flooring,Furniture List,Furniture Name List,Filename,Unique Entry ID
Sydney,https://acnhcdn.com/latest/NpcIcon/kal03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal03.png,https://acnhcdn.com/drivesync/render/houses/kal03_8_Sydney.png,Koala,Female,Normal,B,Music,6/21,sunshine,Drivin',Sail wherever the wind takes you.,Cute,Simple,Beige,Yellow,4165.0,purple puzzle wall,blue-paint flooring,1557;5543;3949;928;3251;1845;929;3205;1561;1565;1558;1836;9766;2558;1043,wooden-block bed;wooden-blockstool;anthurium plant;pot rack;gas range;simple kettle;air conditioner;wooden-block stereo;wooden-block chest;wooden-block table;wooden-block bookshelf;humidifier;mini fridge;wooden-block chair;microwave,kal03,crrWmmqsC9RfmZNCS
Sylvana,https://acnhcdn.com/latest/NpcIcon/squ14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu14.png,https://acnhcdn.com/drivesync/render/houses/squ14_365_Sylvana.png,Squirrel,Female,Normal,A,Nature,10/22,hubbub,Spring Blossoms,Remember to see the forest between the trees.,Cute,Simple,Green,Purple,3289.0,cherry-blossom-trees wall,cherry-blossom flooring,6031;6033;1082;7359;7359;7409;6032;6831;6831;5978;1708;6831,cherry-blossom branches;outdoor picnic set;picnic basket;colorful vinyl sheet;colorful vinyl sheet;cherry-blossom pond stone;cherry-blossom-petal pile;blossom-viewing lantern;blossom-viewing lantern;bamboo lunch box;cassette player;blossom-viewing lantern,squ14,MBkrN9pXkoACmfPdE
Sylvia,https://acnhcdn.com/latest/NpcIcon/kgr06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr06.png,https://acnhcdn.com/drivesync/render/houses/kgr06_232_Sylvia.png,Kangaroo,Female,Big Sister,B,Music,5/3,boing,DJ K.K.,Hop first; ask questions later.,Simple,Gorgeous,Yellow,Green,9578.0,concrete wall,monochromatic tile flooring,4759;1241;4109;4141;998;3697;7382;7382;7528;3271;3992;4687;1043;1050;8417,throwback race-car bed;DIY workbench;double-door refrigerator;diner sofa;kitchen island;portable radio;black wooden-deck rug;black wooden-deck rug;tool cart;ironwood cupboard;key holder;toolbox;microwave;mixer;wall-mounted tool board,kgr06,PZsBTkeYBg5ACE5xB
T-Bone,https://acnhcdn.com/latest/NpcIcon/bul05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul05.png,https://acnhcdn.com/drivesync/render/houses/bul05_49_T-Bone.png,Bull,Male,Cranky,B,Education,5/20,moocher,K.K. Steppe,Don't have a cow.,Cool,Simple,Blue,Black,3164.0,arched-window wall,arabesque flooring,3957;2554;3956;3775;4129;742;1652;3958;794;1449,antique bed;double sofa;antique bureau;hanging terrarium;monstera;fireplace;matryoshka;antique mini table;phonograph;cello,bul05,QLPX4QqjhiPwCLcko
Tabby,https://acnhcdn.com/latest/NpcIcon/cat12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat12.png,https://acnhcdn.com/drivesync/render/houses/cat12_63_Tabby.png,Cat,Female,Peppy,B,Music,8/13,me-WOW,DJ K.K.,You can never have too much of a good thing!,Active,Cool,Black,Gray,4559.0,manga-library wall,tiger-print flooring,3230;1759;4125;2713;1792;3252;3672;4003;1929;3672;3194;1032;3251;870;1850;1845,futon;stack of books;wooden bookshelf;refrigerator;cushion;LCD TV (50 in.);cardboard box;cute music player;toilet;cardboard box;ironwood low table;magazine rack;gas range;book stands;laptop;simple kettle,cat12,P3ouRnR3NRSch3LaC
Tad,https://acnhcdn.com/latest/NpcIcon/flg09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg09.png,https://acnhcdn.com/drivesync/render/houses/flg09_166_Tad.png,Frog,Male,Jock,A,Play,8/3,sluuuurp,Wandering,Take a leap!,Active,Simple,Yellow,Colorful,3320.0,rice-paddy wall,field flooring,7142;6033;787;7345;1120;7393;710;5978,simple DIY workbench;outdoor picnic set;tape deck;shanty mat;scarecrow;pond stone;bamboo bench;bamboo lunch box,flg09,v74Hs9XT2zRC6gDjE
Tammi,https://acnhcdn.com/latest/NpcIcon/mnk03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk03.png,https://acnhcdn.com/drivesync/render/houses/mnk03_244_Tammi.png,Monkey,Female,Peppy,B,Fashion,4/2,chimpy,Imperial K.K.,Always be down to monkey around!,Cute,Active,Purple,Green,9138.0,bamboo wall,bamboo flooring,6031;7796;7797;10743;7282;3971;3974;717;3344;3344;1606;3970;4033,cherry-blossom branches;imperial dining table;imperial dining chair;bamboo speaker;hanging scroll;imperial partition;imperial low table;clay furnace;steamer-basket set;steamer-basket set;serving cart;imperial decorative shelves;traditional tea set,mnk03,vYWvCyge46SGeHfHH
Tammy,https://acnhcdn.com/latest/NpcIcon/cbr17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr17.png,https://acnhcdn.com/drivesync/render/houses/cbr17_87_Tammy.png,Cub,Female,Big Sister,A,Play,6/23,ya heard,DJ K.K.,"If a job is worth doing, do it right!",Cool,Active,Red,Purple,4343.0,yellow intricate wall,giraffe-print flooring,3998;4003;3624;3995;1288;7137;1032;3490;3428;4028;7541;9311,cute sofa;cute music player;cute bed;cute DIY table;fan palm;wooden full-length mirror;magazine rack;wooden waste bin;wall-mounted TV (50 in.);retro radiator;simple small orange mat;yellow message mat,cbr17,vw7ussv29jkjDdnJ7
Tangy,https://acnhcdn.com/latest/NpcIcon/cat05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat05.png,https://acnhcdn.com/drivesync/render/houses/cat05_57_Tangy.png,Cat,Female,Peppy,B,Music,6/17,reeeeOWR,I Love You,"When life gives you lemons, make lemonade!",Simple,Cute,Green,Yellow,2706.0,orange wall,green retro flooring,4130;2596;7259;4546;3975;4134;4011;4127;1263;3672;3672;975;4378;4128;3975;4107;3976,coconut wall planter;juicy-apple TV;palm-tree lamp;pear bed;orange end table;apple chair;cherry speakers;peach chair;pear wardrobe;cardboard box;cardboard box;fruit basket;fruit wreath;peach surprise box;orange end table;infused-water dispenser;orange wall-mounted clock,cat05,eeMEC83wHWmKuHNvh
Tank,https://acnhcdn.com/latest/NpcIcon/rhn00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn00.png,https://acnhcdn.com/drivesync/render/houses/rhn00_334_Tank.png,Rhino,Male,Jock,B,Fitness,5/6,kerPOW,K.K. Lament,Remember to keep your core muscles engaged!,Active,Simple,Red,Green,6888.0,bamboo-grove wall,sandlot,3580;7393;3398;3397;3697;7153;4094,bonsai shelf;pond stone;stone stool;stone table;portable radio;cypress bathtub;floating-biotope planter,rhn00,tq4TfLyNJx7un4h2m
Tasha,https://acnhcdn.com/latest/NpcIcon/squ13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu13.png,https://acnhcdn.com/drivesync/render/houses/squ13_364_Tasha.png,Squirrel,Female,Snooty,A,Fitness,11/30,nice nice,K.K. Synth,There's no such thing as a safe secret.,Elegant,Gorgeous,Beige,Gray,8433.0,stormy-night wall,rosewood flooring,3561;7235;1081;7337;7348;8465;3428;3445;4129;3951;7137;4054;4338;10244,iron hanger stand;rose bed;upright piano;iron entrance mat;red carpet;velvet stool;wall-mounted TV (50 in.);standard umbrella stand;monstera;antique console table;wooden full-length mirror;rattan low table;portable record player;fragrance sticks,squ13,i3FzxyjfuBzy7Fnv3
Teddy,https://acnhcdn.com/latest/NpcIcon/bea00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea00.png,https://acnhcdn.com/drivesync/render/houses/bea00_19_Teddy.png,Bear,Male,Jock,B,Fitness,9/26,grooof,Mr. K.K.,"No pain, no gain!",Simple,Simple,Yellow,Orange,5262.0,cabin wall,cork flooring,4044;1241;4041;4040;1288;4037;4119;4036;4338,log extra-long sofa;DIY workbench;log bed;log dining table;fan palm;log wall-mounted clock;macrame tapestry;log decorative shelves;portable record player,bea00,JhB2GSBmZCpaqRGDv
Tex,https://acnhcdn.com/latest/NpcIcon/pgn12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn12.png,https://acnhcdn.com/drivesync/render/houses/pgn12_297_Tex.png,Penguin,Male,Smug,A,Music,10/6,picante,K.K. D&B,Rules were made to be broken.,Cool,Elegant,Black,Gray,2401.0,ice wall,ice flooring,1804;3340;1803;3505;3500;4279;7348;3500;941;1645;849;849,electric bass;deer decoration;drum set;frozen counter;frozen pillar;frozen-treat set;red carpet;frozen pillar;DJ's turntable;electric guitar;amp;amp,pgn12,99QcysqkrEZ7ycBWs
Tia,https://acnhcdn.com/latest/NpcIcon/elp10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp10.png,https://acnhcdn.com/drivesync/render/houses/elp10_157_Tia.png,Elephant,Female,Normal,A,Nature,11/18,teacup,K.K. Bossa,Tea is a cup of life.,Cute,Elegant,Black,White,3138.0,café-curtain wall,brown iron-parquet flooring,1627;2554;1866;1626;3194;3467;915;8395;2713;3251;7236;1845;3270;3618,iron garden table;double sofa;menu chalkboard;iron garden chair;ironwood low table;tea set;cuckoo clock;yellow kitchen mat;refrigerator;gas range;lily record player;simple kettle;ironwood kitchenette;cutting board,elp10,2SK8tjSB8JvYLgPn9
Tiffany,https://acnhcdn.com/latest/NpcIcon/rbt07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt07.png,https://acnhcdn.com/drivesync/render/houses/rbt07_321_Tiffany.png,Rabbit,Female,Snooty,B,Fashion,1/9,bunbun,K.K. Ragtime,What is cheap is most costly.,Gorgeous,Cool,Black,Red,4347.0,black-crown wall,red-and-black vinyl flooring,863;937;937;1087;2554;791;4143;7348;4139;1087;3428;955;3428,billiard table;dartboard;dartboard;pinball machine;double sofa;jukebox;diner neon sign;red carpet;diner counter table;pinball machine;wall-mounted TV (50 in.);exit sign;wall-mounted TV (50 in.),rbt07,yhaDSkcEFYP6urwjN
Timbra,https://acnhcdn.com/latest/NpcIcon/shp10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp10.png,https://acnhcdn.com/drivesync/render/houses/shp10_347_Timbra.png,Sheep,Female,Snooty,A,Education,10/21,pine nut,K.K. Love Song,Don't pine for the past.,Elegant,Gorgeous,Green,Brown,3633.0,beige art-deco wall,dark parquet flooring,1103;4041;4039;7134;4037;918;3959;4036;742;6078;6079;5975;6075;8036,rocking chair;log bed;log chair;wooden low table;log wall-mounted clock;coffee cup;antique wardrobe;log decorative shelves;fireplace;tree's bounty lamp;tree's bounty little tree;traditional balancing toy;tree's bounty mobile;yellow Persian rug,shp10,yafB94xabfKKPPNSp
Tipper,https://acnhcdn.com/latest/NpcIcon/cow01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow01.png,https://acnhcdn.com/drivesync/render/houses/cow01_99_Tipper.png,Cow,Female,Snooty,B,Fashion,8/25,pushy,Soulful K.K.,It takes two to tango.,Gorgeous,Cute,Colorful,Pink,4575.0,white hallway wall,stone tile,3681;2554;3957;1227;1757;4030;2561;1229;1875;2560;4338,piano bench;double sofa;antique bed;deluxe washer;claw-foot tub;bathroom towel rack;floor lamp;bathroom sink;grand piano;wooden chest;portable record player,cow01,ZWevBdWKRpz7DC7B4
Tom,https://acnhcdn.com/latest/NpcIcon/cat15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat15.png,https://acnhcdn.com/drivesync/render/houses/cat15_66_Tom.png,Cat,Male,Cranky,B,Education,12/10,me-YOWZA,K.K. Rock,There's no use crying over spilled milk.,Cool,Simple,Black,Gray,5980.0,shutter wall,paintball flooring,4759;2020;4759;4759;875;3697;1241;4113;2592;1189;7528;8417;3967;4687,throwback race-car bed;director's chair;throwback race-car bed;throwback race-car bed;breaker;portable radio;DIY workbench;hose reel;tin bucket;tire stack;tool cart;wall-mounted tool board;broom and dustpan;toolbox,cat15,2vHKegY3XyX2DBc6G
Truffles,https://acnhcdn.com/latest/NpcIcon/pig01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig01.png,https://acnhcdn.com/drivesync/render/houses/pig01_10_Truffles.png,Pig,Female,Peppy,B,Fashion,7/28,snoutie,Neapolitan,The best things in life are free.,Cute,Gorgeous,Green,Red,4423.0,mod wall,brown honeycomb tile,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,refrigerator;cute music player;wall-mounted TV (50 in.);floor lamp;wooden double bed;system kitchen;cute sofa;antique table;simple medium orange mat;rice cooker,pig01,3oNZnyk4zv3zJD2m5
Tucker,https://acnhcdn.com/latest/NpcIcon/elp09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp09.png,https://acnhcdn.com/drivesync/render/houses/elp09_156_Tucker.png,Elephant,Male,Lazy,A,Nature,9/7,fuzzers,K.K. Safari,Time makes fossils of us all.,Active,Simple,Yellow,Orange,9626.0,jungle wall,swamp flooring,343;343;10743;7043;3398;3398;7345;4093;3398;4073,tiki torch;tiki torch;bamboo speaker;Stonehenge;stone stool;stone stool;shanty mat;bamboo drum;stone stool;classic pitcher,elp09,96HCsK6H2c7J2ARMa
Tutu,https://acnhcdn.com/latest/NpcIcon/bea07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea07.png,https://acnhcdn.com/drivesync/render/houses/bea07_24_Tutu.png,Bear,Female,Peppy,B,Fashion,9/15,twinkles,Bubblegum K.K.,Even the best of friends start out as strangers.,Cute,Simple,Pink,Red,8193.0,pink-striped wall,red dot flooring,3995;3998;3999;3624;929;3996;3997;4002;4000;1227;4003,cute DIY table;cute sofa;cute chair;cute bed;air conditioner;cute wall-mounted clock;cute wardrobe;cute floor lamp;cute tea table;deluxe washer;cute music player,bea07,HqboYio5a8bRbKtcL
Twiggy,https://acnhcdn.com/latest/NpcIcon/brd03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd03.png,https://acnhcdn.com/drivesync/render/houses/brd03_36_Twiggy.png,Bird,Female,Peppy,B,Fashion,7/13,cheepers,Bubblegum K.K.,It's the early bird that catches the worm!,Simple,Cute,Pink,Blue,7768.0,white botanical-tile wall,gray argyle-tile flooring,4035;4080;4051;4046;4054;3971;4048;4338;3948;331;1829;1829,log garden lounge;long bathtub;rattan vanity;rattan end table;rattan low table;imperial partition;rattan towel basket;portable record player;accessories stand;birdbath;cypress plant;cypress plant,brd03,P6sD4cQvXFHHvNcz8
Tybalt,https://acnhcdn.com/latest/NpcIcon/tig02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig02.png,https://acnhcdn.com/drivesync/render/houses/tig02_372_Tybalt.png,Tiger,Male,Jock,A,Play,8/19,grrrRAH,K.K. Groove,There's no excuse for half-baked potatoes.,Active,Simple,Blue,Purple,3056.0,blue-paint wall,tiger-print flooring,1452;7654;4138;7845;4139;1241;8298;7528;4141;4003;8417;4756,weight bench;electric kick scooter;diner counter chair;pull-up-bar stand;diner counter table;DIY workbench;bunk bed;tool cart;diner sofa;cute music player;wall-mounted tool board;throwback wall clock,tig02,Q49mH4FY3BrgFDoyN
Ursala,https://acnhcdn.com/latest/NpcIcon/bea08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea08.png,https://acnhcdn.com/drivesync/render/houses/bea08_25_Ursala.png,Bear,Female,Big Sister,A,Music,1/16,grooomph,Café K.K.,Surround yourself with things you love.,Simple,Cute,Red,Orange,4729.0,café-curtain wall,green honeycomb tile,1227;4132;3270;3438;7132;3396;2586;3943;2713;4003;3775,deluxe washer;yucca;ironwood kitchenette;wooden end table;wooden double bed;natural garden table;natural garden chair;ironwood DIY workbench;refrigerator;cute music player;hanging terrarium,bea08,zodRh39TrqXPbGW49
Velma,https://acnhcdn.com/latest/NpcIcon/goa06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa06.png,https://acnhcdn.com/drivesync/render/houses/goa06_180_Velma.png,Goat,Female,Snooty,B,Education,1/14,blih,Mr. K.K.,"Work smarter, not harder.",Elegant,Gorgeous,Light blue,Purple,2784.0,classic-library wall,light parquet flooring,1875;3681;3955;1058;2772;2554;3958;3951;794;1042,grand piano;piano bench;antique vanity;music stand;fancy violin;double sofa;antique mini table;antique console table;phonograph;metronome,goa06,PkAYXk745ZHBE69a9
Vesta,https://acnhcdn.com/latest/NpcIcon/shp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp00.png,https://acnhcdn.com/drivesync/render/houses/shp00_340_Vesta.png,Sheep,Female,Normal,B,Fashion,4/16,baaaffo,Forest Life,No sweater off my back.,Simple,Cute,Orange,Red,2746.0,white subway-tile wall,floral mosaic-tile flooring,4393;4026;1744;1227;4048;4030;4139;1866;929;4046;2740;4338;7531;4023;4139;3443;1128,old-fashioned washtub;utility sink;wall clock;deluxe washer;rattan towel basket;bathroom towel rack;diner counter table;menu chalkboard;air conditioner;rattan end table;automatic washer;portable record player;ironing board;pants press;diner counter table;sewing project;sewing machine,shp00,pkzxW9Pmtd39TMdDH
Vic,https://acnhcdn.com/latest/NpcIcon/bul08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul08.png,https://acnhcdn.com/drivesync/render/houses/bul08_51_Vic.png,Bull,Male,Cranky,A,Fitness,12/29,cud,K.K. March,"You mess with the bull, you get the horns.",Cool,Active,Light blue,Blue,11950.0,sea view,ship deck,791;1266;4043;3449;3449;3615;4135;1266;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;7800,jukebox;barrel;log round table;wooden stool;wooden stool;open-frame kitchen;freezer;barrel;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;protein shaker bottle,bul08,9ouwtyzDNP65WJv77
Victoria,https://acnhcdn.com/latest/NpcIcon/hrs01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs01.png,https://acnhcdn.com/drivesync/render/houses/hrs01_207_Victoria.png,Horse,Female,Peppy,B,Fitness,7/11,sugar cube,K.K. Adventure,Don't put the cart before the horse.,Active,Simple,Yellow,Orange,3320.0,stadium wall,racetrack flooring,3675;7264;4379;4379;4379;4379;4379;4077;4077;4077;4077;4077;4077;4077;4077;4379;4077;4077;4379;4077;4077,hay bed;champion's pennant;springy ride-on;springy ride-on;springy ride-on;springy ride-on;springy ride-on;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;springy ride-on;party garland;party garland;springy ride-on;party garland;party garland,hrs01,R5zfwZxyxaa6gue4d
Violet,https://acnhcdn.com/latest/NpcIcon/gor07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor07.png,https://acnhcdn.com/drivesync/render/houses/gor07_189_Violet.png,Gorilla,Female,Snooty,B,Fitness,9/1,sweetie,K.K. Bazaar,Pearls are a pink gorilla's best friend.,Gorgeous,Cool,Purple,Pink,4661.0,black botanical-tile wall,lobby flooring,7235;1840;6031;2554;4054;10244;4017;4030;3951;4338;4027,rose bed;whirlpool bath;cherry-blossom branches;double sofa;rattan low table;fragrance sticks;shower set;bathroom towel rack;antique console table;portable record player;floral swag,gor07,z7N6aubfytXa7Z4Me
Vivian,https://acnhcdn.com/latest/NpcIcon/wol08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol08.png,https://acnhcdn.com/drivesync/render/houses/wol08_384_Vivian.png,Wolf,Female,Snooty,A,Education,1/26,piffle,K.K. Cruisin',Onwards and upwards!,Gorgeous,Elegant,Gray,Purple,4594.0,white-brick wall,dark wood-pattern flooring,4015;3270;3971;4052;4053;3986;4118;4046;4338;4054;928;4076;3951;3948;1868;4027,shower booth;ironwood kitchenette;imperial partition;rattan bed;rattan armchair;wall-mounted TV (20 in.);magnetic knife rack;rattan end table;portable record player;rattan low table;pot rack;nail-art set;antique console table;accessories stand;desk mirror;floral swag,wol08,tWyG3bE5fwvNNGpWM
Vladimir,https://acnhcdn.com/latest/NpcIcon/cbr06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr06.png,https://acnhcdn.com/drivesync/render/houses/cbr06_80_Vladimir.png,Cub,Male,Cranky,B,Play,8/2,nyet,Agent K.K.,Trouble never comes alone.,Simple,Cool,Yellow,Colorful,4148.0,chain-link fence,ramshackle flooring,3943;787;4081;2556;144;2553;146;2553;1802;8417;146,ironwood DIY workbench;tape deck;camping cot;garbage pail;manhole cover;iron frame;cone;iron frame;drink machine;wall-mounted tool board;cone,cbr06,Eskwc34f2x6Qx6ZNT
Wade,https://acnhcdn.com/latest/NpcIcon/pgn09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn09.png,https://acnhcdn.com/drivesync/render/houses/pgn09_294_Wade.png,Penguin,Male,Lazy,A,Nature,10/30,so it goes,Stale Cupcakes,"Which came first, the seeds or the sunflower?",Simple,Gorgeous,Light blue,Blue,8195.0,ice wall,ice flooring,3503;3984;3497;3982;3978;2255;5150;2269;2266;2274;2268;2270;2264;2267,frozen chair;shell lamp;frozen table;shell fountain;shell partition;sea butterfly;shell speaker;olive flounder;sea bass;tuna;dab;squid;horse mackerel;red snapper,pgn09,cy2hRtipGaiHEBPd8
Walker,https://acnhcdn.com/latest/NpcIcon/dog06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog06.png,https://acnhcdn.com/drivesync/render/houses/dog06_124_Walker.png,Dog,Male,Lazy,B,Play,6/10,wuh,Two Days Ago,"The dog wags his tail, not for you, but for your bread.",Simple,Simple,Orange,Red,3322.0,yellow playroom wall,colorful tile flooring,3701;3702;4125;2605;4003;7144;3438;4111;5543;3623;2560;3584;1411,writing desk;writing chair;wooden bookshelf;wooden simple bed;cute music player;Mom's cushion;wooden end table;old-fashioned alarm clock;wooden-blockstool;toy box;wooden chest;writing poster;globe,dog06,rh6PGwW3Lg6EFcfo6
