Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim3.png,White,No,560.0,140.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim3,646.0,10755.0,uAS3Zs4ySQ4pyH6RT
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim4.png,Black,No,560.0,140.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim4,646.0,10756.0,rr8CrNSDXd97hv7nG
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim2.png,Red,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim2,646.0,10754.0,KQRwKkZbrS9Hp3Pqn
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim6.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim6.png,Pink,No,560.0,140.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim6,646.0,10758.0,TwmdLhEJvcAMW5uQd
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim0.png,Yellow,No,560.0,140.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim0,646.0,5283.0,4S6oMqjYboJTkYDYa
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim7.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim7.png,Green,No,560.0,140.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim7,646.0,10759.0,udqqHrSyThDu74dYm
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim1.png,Light blue,No,560.0,140.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim1,646.0,10753.0,J8ptRi3hr9cA7ygw5
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim5.png,Blue,No,560.0,140.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSwim5,646.0,10757.0,ygBbSEHmCiJKFM2qa
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland1.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland1.png,Gray,No,NFS,500.0,451.0,Gray,Red,1x1,NA,Gulliver,,All Year,No,Elegant,formal; work,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatScotland1,936.0,11544.0,8MbGqyymgLtiQRKoe
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland0.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland0.png,Red,No,NFS,500.0,451.0,Red,Green,1x1,NA,Gulliver,,All Year,No,Elegant,formal; work,2.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatScotland0,936.0,6055.0,Qq6wLbwHJERy8iPM8
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland3.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland3.png,Green,No,NFS,500.0,451.0,Green,Orange,1x1,NA,Gulliver,,All Year,No,Elegant,formal; work,3.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatScotland3,936.0,11546.0,3kErrPCAe35tSu5D3
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland2.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland2.png,Blue,No,NFS,500.0,451.0,Blue,Light blue,1x1,NA,Gulliver,,All Year,No,Elegant,formal; work,4.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatScotland2,936.0,11545.0,74wMAqC9ZuKBRWFif
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel0.png,White,No,490.0,122.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel0,669.0,5311.0,3A87hGGENrpxFjCBM
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel1.png,Black,No,490.0,122.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel1,669.0,10767.0,QEsetWK6k6rA3KjT7
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel5.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel5.png,Berry red,No,490.0,122.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel5,669.0,10771.0,Cu6xAyJH8rCoWRJMb
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel4.png,Yellow,No,490.0,122.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel4,669.0,10770.0,uSWxzgQqkwXCTMdnz
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel2.png,Blue,No,490.0,122.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel2,669.0,10768.0,kgXFxnTS4aTbADwf8
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel3.png,Brown,No,490.0,122.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy; sporty; work,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTowel3,669.0,10769.0,TuBbeoKqtgtPZZEGo
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap4.png,Pink,No,840.0,210.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap4,665.0,10929.0,HGt3DPCTNwisbCW9m
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap3.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap3.png,Orange,No,840.0,210.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap3,665.0,10928.0,Yzut5GCm5NybgcDdz
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap5.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap5.png,Cream,No,840.0,210.0,51.0,Yellow,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap5,665.0,10930.0,My8DR9fYtQhGtpQXL
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap7.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap7.png,Lime,No,840.0,210.0,51.0,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap7,665.0,10932.0,6BN3G63JNZJ9jDhAL
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap2.png,Green,No,840.0,210.0,51.0,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap2,665.0,10927.0,2kgwivjrJAf5ypjrF
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap0.png,Light blue,No,840.0,210.0,51.0,Light blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap0,665.0,5304.0,t4LGnGcdMvkBRWkTk
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap1.png,Blue,No,840.0,210.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap1,665.0,10926.0,vrvm6dSuy6M92diiv
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap6.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap6.png,Purple,No,840.0,210.0,51.0,Purple,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; comfy,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatNightcap6,665.0,10931.0,QWqrKbreY36KWShd5
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara0.png,Silver,No,4300.0,1075.0,51.0,Gray,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,1.0,HeadHairOrnament_Top,Yes,For sale,1.0.0,1.0.0,CapOrnamentCTiara0,961.0,7412.0,wPnrbYEAzgiH4MBCr
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara1.png,Rose gold,No,4300.0,1075.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,2.0,HeadHairOrnament_Top,Yes,For sale,1.0.0,1.0.0,CapOrnamentCTiara1,961.0,9751.0,Dbzikn9yDDyrjfzhv
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara2.png,Gold,No,4300.0,1075.0,51.0,Yellow,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,3.0,HeadHairOrnament_Top,Yes,For sale,1.0.0,1.0.0,CapOrnamentCTiara2,961.0,9752.0,KQMQb3f7wmZFduaPQ
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess0.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess0.png,Silver,No,2940.0,735.0,51.0,Gray,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,1.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigPrincess0,1008.0,6092.0,dhMP2ThwJYzisAXRH
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess2.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess2.png,Rose gold,No,2940.0,735.0,51.0,Pink,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,2.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigPrincess2,1008.0,9750.0,fsD6pcbWiDmdnF9Qr
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess1.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess1.png,Gold,No,2940.0,735.0,51.0,Yellow,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,3.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigPrincess1,1008.0,9749.0,EdQfDQxeZYBGryJop
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat1.png,White,No,2100.0,525.0,51.0,White,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat1,580.0,11033.0,NfzKSM4CXGwoitHMy
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat0.png,Black,No,2100.0,525.0,51.0,Black,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat0,580.0,5129.0,YvQcqHBTgjgyuCG3W
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat4.png,Red,No,2100.0,525.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat4,580.0,11036.0,uydvrPNDFed35vTaf
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat5.png,Blue,No,2100.0,525.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat5,580.0,11037.0,AFCuyyQqrQGgLTC9G
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat3.png,Purple,No,2100.0,525.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat3,580.0,11035.0,Gn2rW4vjXj6vw5Gz6
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat2.png,Brown,No,2100.0,525.0,51.0,Brown,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; outdoorsy; sporty,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSilkhat2,580.0,11034.0,My46PzCxXpEDuwAjQ
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine1.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine1.png,White,No,700.0,175.0,51.0,White,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; comfy; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoorpine1,1153.0,12041.0,G4gbisnhEmJMw8cYR
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine4.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine4.png,Pink,No,700.0,175.0,51.0,Pink,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; comfy; vacation,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoorpine4,1153.0,12111.0,uumdb44ZbxgskiAbQ
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine3.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine3.png,Yellow,No,700.0,175.0,51.0,Yellow,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; comfy; vacation,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoorpine3,1153.0,12110.0,LMgNdZK7QocLfopTk
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine0.png,Mint,No,700.0,175.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; comfy; vacation,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoorpine0,1153.0,11061.0,EYbZgXS2NmCb4mqHj
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine2.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine2.png,Blue,No,700.0,175.0,51.0,Blue,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; comfy; vacation,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoorpine2,1153.0,12042.0,WbeLRLpQrRGG6JHbx
tubeteika,https://acnhcdn.com/latest/ClosetIcon/CapHatUzbek0.png,https://acnhcdn.com/latest/FtrIcon/CapHatUzbek0.png,Red,No,NFS,500.0,451.0,Red,Brown,1x1,NA,Gulliver,,All Year,No,Gorgeous,everyday; formal,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatUzbek0,1163.0,10913.0,QFGyvXwscrvo5e89i
tubeteika,https://acnhcdn.com/latest/ClosetIcon/CapHatUzbek2.png,https://acnhcdn.com/latest/FtrIcon/CapHatUzbek2.png,Camel,No,NFS,500.0,451.0,Orange,Brown,1x1,NA,Gulliver,,All Year,No,Gorgeous,everyday; formal,2.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatUzbek2,1163.0,12031.0,A9ngwk6oXJE8XaaJE
tubeteika,https://acnhcdn.com/latest/ClosetIcon/CapHatUzbek1.png,https://acnhcdn.com/latest/FtrIcon/CapHatUzbek1.png,Blue,No,NFS,500.0,451.0,Light blue,Blue,1x1,NA,Gulliver,,All Year,No,Gorgeous,everyday; formal,3.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatUzbek1,1163.0,12030.0,DN8N7BZPCEFKTDnr8
tubeteika,https://acnhcdn.com/latest/ClosetIcon/CapHatUzbek3.png,https://acnhcdn.com/latest/FtrIcon/CapHatUzbek3.png,Purple,No,NFS,500.0,451.0,Purple,Pink,1x1,NA,Gulliver,,All Year,No,Gorgeous,everyday; formal,4.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatUzbek3,1163.0,12032.0,Sa9vDNBf9ocfTGG3u
tulip crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTulip1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTulip1.png,NA,Yes,NFS,400.0,103.0,Red,Yellow,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentTulip1,558.0,5102.0,boCfvbAPGLLbHxadk
tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulip0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulip0.png,Orange,No,630.0,157.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; comfy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulip0,656.0,5293.0,2atryTheqj4uK8rjW
tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulip2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulip2.png,Camel,No,630.0,157.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulip2,656.0,11835.0,PvPMhvS3sWaWYG4DX
tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulip1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulip1.png,Brown,No,630.0,157.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; comfy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulip1,656.0,11834.0,ycT7cnbbqh4N5XsrJ
turban,https://acnhcdn.com/latest/ClosetIcon/CapHelmetTurban2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetTurban2.png,Pink,No,NFS,800.0,451.0,White,Pink,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,1.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetTurban2,741.0,11864.0,9Ge7K5fRmCEB9mfed
turban,https://acnhcdn.com/latest/ClosetIcon/CapHelmetTurban3.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetTurban3.png,Yellow,No,NFS,800.0,451.0,White,Yellow,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,2.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetTurban3,741.0,11865.0,NN79zprnvwsTRJHyC
turban,https://acnhcdn.com/latest/ClosetIcon/CapHelmetTurban1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetTurban1.png,Blue,No,NFS,800.0,451.0,White,Light blue,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,3.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetTurban1,741.0,11863.0,csnWeqARQSaAPZvMP
turban,https://acnhcdn.com/latest/ClosetIcon/CapHelmetTurban0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetTurban0.png,Purple,No,NFS,800.0,451.0,White,Purple,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,4.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetTurban0,741.0,5434.0,jLqvgtKncu6AqkAXw
tweed cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTweed2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTweed2.png,Green,No,1100.0,275.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTweed2,1065.0,11984.0,kYQH5dhveFPmxHfWx
tweed cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTweed1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTweed1.png,Blue,No,1100.0,275.0,51.0,Blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTweed1,1065.0,11983.0,kbCkjCj5kJ7WLR29a
tweed cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTweed0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTweed0.png,Brown,No,1100.0,275.0,51.0,Brown,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday; outdoorsy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTweed0,1065.0,9769.0,sxk5X5gG96rfuDTFn
veil,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceVeil2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceVeil2.png,Pink,No,NFS,800.0,451.0,Red,Yellow,1x1,NA,Gulliver,,All Year,No,Elegant,formal; party; theatrical,1.0,HeadFullFace,No,Not for sale,1.0.0,1.0.0,CapFullfaceVeil2,834.0,11882.0,peNBBPLzRX8veChtN
veil,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceVeil3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceVeil3.png,Yellow,No,NFS,800.0,451.0,Yellow,Yellow,1x1,NA,Gulliver,,All Year,No,Elegant,formal; party; theatrical,2.0,HeadFullFace,No,Not for sale,1.0.0,1.0.0,CapFullfaceVeil3,834.0,11883.0,EpofotkFGiHMcHaBK
veil,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceVeil0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceVeil0.png,Blue,No,NFS,800.0,451.0,Light blue,Yellow,1x1,NA,Gulliver,,All Year,No,Elegant,formal; party; theatrical,3.0,HeadFullFace,No,Not for sale,1.0.0,1.0.0,CapFullfaceVeil0,834.0,5684.0,aMMRZzuDjMAw2tvJa
veil,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceVeil1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceVeil1.png,Purple,No,NFS,800.0,451.0,Purple,Yellow,1x1,NA,Gulliver,,All Year,No,Elegant,formal; party; theatrical,4.0,HeadFullFace,No,Not for sale,1.0.0,1.0.0,CapFullfaceVeil1,834.0,11881.0,uBW729W6LrWC2FLce
veiled gardening hat,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFarm0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeFarm0.png,Pink,No,560.0,140.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; work,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeFarm0,822.0,5669.0,47rrN4MCnmx3nJEEi
